reference,topic,model,svris_status,svris_reference,field_title,field_authors,field_year,field_venue,field_id,candidate_title,candidate_authors,candidate_year,candidate_venue,candidate_doi,candidate_url,candidate_source,candidate_matches,candidate_contradictions,candidate_contains,candidate_absent,candidate_unconfirmed,cmp_title_citation,cmp_title_candidate,cmp_authors_citation,cmp_authors_candidate,cmp_year_citation,cmp_year_candidate,cmp_venue_citation,cmp_venue_candidate,cmp_id_citation,cmp_id_candidate,match_set_size,contained_set_size,total_candidates,sources_queried,processing_time_ms,svris_message,score,error_distance
"Adebayo, A. A., & Adeyemi, K. D. (2017). Biometric voter registration system: A case study of Nigeria. *International Journal of Advanced Computer Science and Applications, 8*(1), 321–326. https://doi.org/10.14569/IJACSA.2017.080143",Biometric voter registration,qwen3_32b_nothink,needs-human,Reference requires human review.,CONTRADICTION,CONTRADICTION,MATCH,MATCH,MATCH,Estimation Method of the Total Number of Wild Animals based on Modified Jolly’s Method,Kohei Arai; Takashi Higuchi; T. Murakami,2017.0,International Journal of Advanced Computer Science and Applications,10.14569/ijacsa.2017.080143,https://doi.org/10.14569/ijacsa.2017.080143,GOOGLE,3.0,2.0,0.0,0.0,0.0,Biometric voter registration system: A case study of Nigeria,Estimation Method of the Total Number of Wild Animals based on Modified Jolly’s Method,"Adebayo, A. A.; Adeyemi, K. D.",Kohei Arai; Takashi Higuchi; T. Murakami,2017.0,2017.0,International Journal of Advanced Computer Science and Applications,International Journal of Advanced Computer Science and Applications,10.14569/IJACSA.2017.080143,10.14569/ijacsa.2017.080143,0.0,0.0,1.0,GOOGLE,0.0,"✗ Title | ✗ Authors | ✓ Year | ✓ Venue | ✓ DOI | ✓ URL

### Summary
The reference to ""Biometric voter registration system: A case study of Nigeria"" could not be confirmed because the identifying information leads to a different article published in the same journal and year. The title and authors of the matched article do not correspond to those in the citation.

### Details
A matching record was found using the DOI 10.14569/IJACSA.2017.080143, but it belongs to an article titled ""Estimation Method of the Total Number of Wild Animals based on Modified Jolly’s Method"" authored by Kohei Arai, Takashi Higuchi, and T. Murakami, not by Adebayo and Adeyemi as cited. Although the year (2017) and journal name (International Journal of Advanced Computer Science and Applications) match exactly, the key bibliographic elements — title and authors — contradict each other. Attempts to locate the cited article using additional search methods yielded no results. The original DOI's web page was unresponsive, further preventing verification.

- https://doi.org/10.14569/ijacsa.2017.080143",0.1,0.9
"Schmidhuber, J., & Tubiello, F. N. (2007). Global food security under climate change. *Proceedings of the National Academy of Sciences*, 104(50), 19703–19708. https://doi.org/10.1073/pnas.0701970104",Climate change adaptation in agriculture,qwen3_32b_nothink,verified-with-error,"Schmidhuber, J., & Tubiello, F. N. (2007). Global food security under climate change. *Proceedings of the national academy of …*. https://doi.org/10.1073/pnas.0701976104",MATCH,CONTAINS,MATCH,MATCH,CONTRADICTION,Global food security under climate change,J Schmidhuber; F N Tubiello,2007.0,Proceedings of the national academy of …,10.1073/pnas.0701976104,https://www.pnas.org/doi/abs/10.1073/pnas.0701976104,GOOGLE,3.0,1.0,1.0,0.0,0.0,Global food security under climate change.,Global food security under climate change,"Schmidhuber, J.; Tubiello, F. N.",J Schmidhuber; F N Tubiello,2007.0,2007.0,Proceedings of the National Academy of Sciences,Proceedings of the national academy of …,10.1073/pnas.0701970104,10.1073/pnas.0701976104,0.0,0.0,1.0,GOOGLE,0.0,"✓ Title | ◐ Authors | ✓ Year | ✓ Venue | ✗ DOI | ? URL

### Summary
This article titled ""Global food security under climate change"" by Schmidhuber and Tubiello was confirmed in the Proceedings of the National Academy of Sciences with matching title, authors, year, and journal. However, there is a minor discrepancy because the DOI provided does not match the DOI found in the best matching record.

### Details
A matching record was found with the exact title ""Global food security under climate change"" and the same authors (J Schmidhuber and F N Tubiello) published in 2007 at the Proceedings of the National Academy of Sciences. The year and venue matched exactly apart from minor formatting differences. The DOI in the citation (10.1073/pnas.0701970104) differs from the DOI found in the evidence record (10.1073/pnas.0701976104), and the original DOI returns a 404 error. Searches via OpenAlex and DOI system did not find the cited DOI, but a scholar search confirmed the article exists under the alternate DOI. This means the article is verified but the DOI in your original reference appears to have a minor error.

- https://www.pnas.org/doi/abs/10.1073/pnas.0701976104
- https://doi.org/10.1073/pnas.0701976104 (returns 404)",0.4,0.6
"Chhikara, R. S., & Gupta, A. (2016). Biometric voter identification system: A review. *International Journal of Computer Applications, 149*(10), 1–5. https://doi.org/10.5120/ijca2016913149",Biometric voter registration,qwen3_32b_nothink,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
The reference for ""Biometric voter identification system: A review"" by Chhikara and Gupta (2016) could not be verified. No matching article or DOI record was found in the usual databases or through searched web sources.

### Details
A search using the provided DOI (10.5120/ijca2016913149) returned no results; the DOI link yielded a 404 error indicating the DOI does not exist or is inactive. Searches in OpenAlex and academic databases did not find any matching records for the given title, authors, publication year, or journal issue. General web and scholarly searches for the article title and authors also did not produce pertinent results or a matching publication in the International Journal of Computer Applications.

- https://doi.org/10.5120/ijca2016913149
- https://www.openalex.org
- General web and scholar search results",0.0,1.0
"Eze, C. C., & Nwachukwu, U. C. (2018). Biometric voter registration in Nigeria: Challenges and prospects. *Journal of Emerging Trends in Computing and Information Sciences, 9*(4), 123–130.",Biometric voter registration,qwen3_32b_nothink,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article could be found for the reference ""Biometric voter registration in Nigeria: Challenges and prospects"" by Eze and Nwachukwu from 2018 in the Journal of Emerging Trends in Computing and Information Sciences.

### Details
A search was performed using OpenAlex and a scholarly search engine using the full title, authors' names, year, journal name, volume, and page numbers. None of these searches returned a matching record or evidence supporting the existence of this article. No DOI or other identifiers were found to confirm the reference.

- [OpenAlex](https://openalex.org)
- [Scholar Search]()",0.0,1.0
"Githinji, J. M., & Mwangi, J. K. (2015). Biometric voter registration in Kenya: A case study of the 2013 general elections. *African Journal of Science, Technology, Innovation and Development, 7*(2), 145–156. https://doi.org/10.1080/20420085.2015.10357945",Biometric voter registration,qwen3_32b_nothink,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article could be found for the reference titled ""Biometric voter registration in Kenya: A case study of the 2013 general elections"" by Githinji and Mwangi published in 2015 in the African Journal of Science, Technology, Innovation and Development.

### Details
A search using the provided DOI ""10.1080/20420085.2015.10357945"" returned a 404 error, indicating that the DOI does not exist in the DOI System. Additionally, searches through OpenAlex and scholarly databases did not locate any records matching the title, authors, year, or journal information. The online search results related to biometric voter registration in Kenya are general and do not confirm this specific article.

- https://doi.org/10.1080/20420085.2015.10357945
- https://issafrica.org/iss-today/kenyas-biometric-voter-registration-new-solution-new-problems
- https://repository.kyu.ac.ke/bitstream/handle/123456789/577/BIOMETRIC_VOTER_REGISTRATION_AND_ELECTRONIC_VOTER_IDENTIFICATION_SYSTEM_ON_CREDIBILITY_OF_THE_ELECTORAL_SYSTEM_IN_KENYA_A_CASE_STUDY_OF_NAIROBI_COUNTY.pdf?sequence=1&isAllowed=y",0.0,1.0
"Hargittai, M., & Hinnant, A. (2015). Digital naivety? Exploring the relationship between Internet use and online privacy concerns. *Telematics and Informatics, 32*(4), 328–338. https://doi.org/10.1016/j.tele.2015.07.001",Biometric voter registration,qwen3_32b_nothink,needs-human,Reference requires human review.,CONTRADICTION,CONTRADICTION,MATCH,MATCH,MATCH,The relation between content providers and distributors: Lessons from the regulation of television distribution in the United Kingdom,Maria Michalis; Paul Smith,2015.0,Telematics and Informatics,10.1016/j.tele.2015.07.001,https://doi.org/10.1016/j.tele.2015.07.001,GOOGLE,3.0,2.0,0.0,0.0,0.0,Digital naivety? Exploring the relationship between Internet use and online privacy concerns.,The relation between content providers and distributors: Lessons from the regulation of television distribution in the United Kingdom,"Hargittai, M.; Hinnant, A.",Maria Michalis; Paul Smith,2015.0,2015.0,Telematics and Informatics,Telematics and Informatics,10.1016/j.tele.2015.07.001,10.1016/j.tele.2015.07.001,0.0,0.0,1.0,GOOGLE,0.0,"✗ Title | ✗ Authors | ✓ Year | ✓ Venue | ✓ DOI | ✓ URL

### Summary
The reference could not be fully verified because the DOI matches a different article than the one cited. The given DOI corresponds to a 2015 article about television distribution regulation in the UK by Michalis and Smith, not the article on internet use and online privacy concerns by Hargittai and Hinnant. Although the year, journal, and DOI match, the authors and titles differ significantly.

### Details
A matching record was found using the DOI 10.1016/j.tele.2015.07.001 that points to an article titled ""The relation between content providers and distributors: Lessons from the regulation of television distribution in the United Kingdom"" by Maria Michalis and Paul Smith, published in Telematics and Informatics in 2015. This conflicts with the cited article's title and authors, which are about online privacy concerns by Hargittai and Hinnant. The year 2015, journal name, and DOI matched exactly, but because the key elements like title and authors contradict, human review is needed to clarify which reference is correct.

- https://doi.org/10.1016/j.tele.2015.07.001
- https://www.sciencedirect.com/ (access restricted)",0.1,0.9
"Iheagwam, U. C., & Nwachukwu, U. C. (2019). Biometric voter registration in Africa: A comparative analysis of Ghana and Nigeria. *Journal of African Elections, 18*(1), 117–134. https://doi.org/10.17159/2413-3108/2019/v18i1a5",Biometric voter registration,qwen3_32b_nothink,unverified,Reference could not be verified.,CONTRADICTION,UNCONFIRMED,MATCH,MATCH,UNCONFIRMED,"BIOMETRIC ELECTION TECHNOLOGY, VOTER EXPERIENCE ...",,2019.0,"Journal of African Elections, 18(1)",,https://www.eisa.org/wp-content/uploads/2023/05/2019-journal-of-african-elections-v18n1-biometric-election-technology-voter-experience-turnout-ghana-eisa.pdf,GOOGLE,2.0,1.0,0.0,0.0,2.0,Biometric voter registration in Africa: A comparative analysis of Ghana and Nigeria,"BIOMETRIC ELECTION TECHNOLOGY, VOTER EXPERIENCE ...","Iheagwam, U. C.; Nwachukwu, U. C.",,2019.0,2019.0,Journal of African Elections,"Journal of African Elections, 18(1)",10.17159/2413-3108/2019/v18i1a5,,0.0,0.0,2.0,GOOGLE,1.0,"✗ Title | ? Authors | ✓ Year | ✓ Venue | ? DOI | ? URL

### Summary
The reference could not be verified as matching the source found. While the year 2019 and the journal name ""Journal of African Elections"" were confirmed, the title and authors did not match the information available. This indicates that the cited article does not correspond to any record found at the given DOI or through the search.

### Details
A matching record with the exact title ""Biometric voter registration in Africa: A comparative analysis of Ghana and Nigeria"" was not found. The available document with close details had a different main title focusing on ""Biometric election technology and voter experience,"" showing a significant difference in topic. The authors listed in the citation were not confirmed in the sources found. Additionally, the DOI https://doi.org/10.17159/2413-3108/2019/v18i1a5 returned a 404 not found error, indicating it is inactive or incorrect.

- https://doi.org/10.17159/2413-3108/2019/v18i1a5 (DOI lookup)
- https://www.eisa.org/wp-content/uploads/2023/05/2019-journal-of-african-elections-v18n1-biometric-election-technology-voter-experience-turnout-ghana-eisa.pdf (related article found in search)",0.05,0.95
"Kizza, J. M. (2014). *Guide to computer network security* (2nd ed.). Springer. https://doi.org/10.1007/978-1-4614-8989-3",Biometric voter registration,qwen3_32b_nothink,verified-with-error,"Kizza, J. M. (2009). *Guide to computer network security*. Springer. https://doi.org/10.1007/978-1-4471-4543-1",MATCH,MATCH,CONTRADICTION,MATCH,CONTRADICTION,Guide to Computer Network Security,Joseph Migga Kizza,2009.0,Springer,10.1007/978-1-4471-4543-1,https://link.springer.com/book/10.1007/978-1-4471-4543-1?page=2,GOOGLE,3.0,2.0,0.0,0.0,0.0,Guide to computer network security,Guide to Computer Network Security,"Kizza, J. M.",Joseph Migga Kizza,2014.0,2009.0,Springer,Springer,10.1007/978-1-4614-8989-3,10.1007/978-1-4471-4543-1,0.0,0.0,3.0,GOOGLE,0.0,"✓ Title | ✓ Authors | ✗ Year | ✓ Venue | ✗ DOI | ? URL

### Summary
The book titled ""Guide to Computer Network Security"" by Joseph Migga Kizza was confirmed as matching the publisher Springer and the author's name. However, there are discrepancies in the publication year and the DOI provided. The given year 2014 and DOI do not match the evidence found.

### Details
A matching record was found with the title and author correctly matching. The publication year found is 2009, which differs from the cited 2014, and the DOI differs as well (10.1007/978-1-4471-4543-1 vs 10.1007/978-1-4614-8989-3). The cited DOI leads to a not found error, indicating it may be incorrect or inactive. The publisher Springer matches exactly. These minor inconsistencies suggest the citation is close but contains some errors in the year and DOI.

- https://link.springer.com/book/10.1007/978-1-4471-4543-1?page=2
- https://doi.org/10.1007/978-1-4614-8989-3 (not found)",0.2,0.8
"Mwakalonge, M. (2016). Biometric voter registration in Tanzania: A case study of the 2015 general elections. *Journal of Information Technology and African Development, 6*(1), 1–12. https://doi.org/10.1080/19401432.2016.11435041",Biometric voter registration,qwen3_32b_nothink,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article was found for the reference provided. The DOI, title, author, year, and journal could not be confirmed in online databases or through direct DOI lookup.

### Details
A search for the DOI 10.1080/19401432.2016.11435041 returned a 404 error indicating the DOI is not present in the DOI system. Searches based on the full title ""Biometric voter registration in Tanzania: A case study of the 2015 general elections"" and author Mwakalonge, M. did not yield any matching article records. No evidence candidates were found in OpenAlex or through Google searches that corresponded to this reference.

- [DOI Lookup](https://doi.org/10.1080/19401432.2016.11435041)
- [OpenAlex Search](https://openalex.org)
- [Google Search](https://www.google.com/search?q=Biometric+voter+registration+in+Tanzania%3A+A+case+study+of+the+2015+general+elections+Mwakalonge+2016+Journal+of+Information+Technology+and+African+Development)",0.0,1.0
"Nwachukwu, U. C., & Iheagwam, U. C. (2020). Biometric voter registration and electoral integrity in Africa. *African Security, 13*(2), 123–140. https://doi.org/10.1080/19392206.2020.1736445",Biometric voter registration,qwen3_32b_nothink,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article was found for the given reference. The DOI provided did not correspond to any record, and no matches were identified in searches by title, authors, year, or journal.

### Details
The DOI ""10.1080/19392206.2020.1736445"" was checked but returned a 404 error, indicating it could not be found in the official DOI system. Further searches for the title ""Biometric voter registration and electoral integrity in Africa"" by Nwachukwu and Iheagwam in 2020 within the journal ""African Security"" yielded no results. This lack of evidence means the reference could not be confirmed as accurate or valid.

- [DOI link check](https://doi.org/10.1080/19392206.2020.1736445)
",0.0,1.0
