reference,topic,model,svris_status,svris_reference,field_title,field_authors,field_year,field_venue,field_id,candidate_title,candidate_authors,candidate_year,candidate_venue,candidate_doi,candidate_url,candidate_source,candidate_matches,candidate_contradictions,candidate_contains,candidate_absent,candidate_unconfirmed,cmp_title_citation,cmp_title_candidate,cmp_authors_citation,cmp_authors_candidate,cmp_year_citation,cmp_year_candidate,cmp_venue_citation,cmp_venue_candidate,cmp_id_citation,cmp_id_candidate,match_set_size,contained_set_size,total_candidates,sources_queried,processing_time_ms,svris_message,score,error_distance
"Adeyemi, O. O., & Oyedele, A. O. (2016). Biometric voter registration in Nigeria: A case study of the 2015 general elections. *Journal of Information Technology & Politics, 13*(3), 234–250. https://doi.org/10.1080/19331681.2016.11762223",Biometric voter registration,qwen3_14b_nothink,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article could be found for the reference by Adeyemi and Oyedele (2016) on biometric voter registration in Nigeria. Despite checks, the DOI presented does not resolve and no records matching the authors, title, and year were found in major scholarly databases.

### Details
The DOI ""10.1080/19331681.2016.11762223"" could not be resolved and returned a 404 error. Searches using the DOI, the article title, and author names in OpenAlex and Google Scholar yielded no results. This indicates that the cited article is not present in the queried databases or that the DOI might be incorrect or inactive.

- https://doi.org/10.1080/19331681.2016.11762223
- https://openalex.org
- https://scholar.google.com",0.0,1.0
"Hargittai, E., & Hinnant, A. (2008). Digital inequality: Differences in effective Internet use in the global South and North. *Telecommunications Policy, 32*(6–7), 521–536. https://doi.org/10.1016/j.telpol.2007.12.001",Digital financial services,qwen3_14b_nothink,needs-human,Reference requires human review.,CONTRADICTION,CONTRADICTION,MATCH,MATCH,MATCH,Book review,Seamus Simpson,2008.0,Telecommunications Policy,10.1016/j.telpol.2007.12.001,https://doi.org/10.1016/j.telpol.2007.12.001,GOOGLE,3.0,2.0,0.0,0.0,0.0,Digital inequality: Differences in effective Internet use in the global South and North,Book review,"Hargittai, E.; Hinnant, A.",Seamus Simpson,2008.0,2008.0,Telecommunications Policy,Telecommunications Policy,10.1016/j.telpol.2007.12.001,10.1016/j.telpol.2007.12.001,0.0,0.0,1.0,GOOGLE,0.0,"✗ Title | ✗ Authors | ✓ Year | ✓ Venue | ✓ DOI | ✓ URL

### Summary
The verification result is ambiguous and requires human review because the key details do not fully match. While the year 2008 and the journal Telecommunications Policy match exactly, the title and authors differ significantly from the given citation.

### Details
A matching record was found with the DOI 10.1016/j.telpol.2007.12.001, but it corresponds to a different article titled ""Book review"" by Seamus Simpson, not the cited article by Hargittai and Hinnant about digital inequality. The DOI, year, and journal are consistent, but the title and authors contradict the original reference. Additionally, accessing the URL led to a security verification page, further complicating automatic verification. Search results did not locate the cited title with these author names and the given year.

- https://doi.org/10.1016/j.telpol.2007.12.001
- https://link.springer.com/chapter/10.1007/978-3-030-32706-4_2 (related digital inequality research)
- https://www.sciencedirect.com (access issues)",0.1,0.9
"Jack, W., & Suri, T. (2014). Risk sharing and transactions: The impact of mobile money on insurance. *American Economic Review, 104*(1), 106–133. https://doi.org/10.1257/aer.104.1.106",Digital financial services,qwen3_14b_nothink,needs-human,Reference requires human review.,CONTRADICTION,MATCH,MATCH,MATCH,CONTRADICTION,Risk sharing and transactions costs: Evidence from Kenya's mobile money revolution,W. Jack; T. Suri,2014.0,American Economic Review,10.1257/aer.104.1.183,,GOOGLE,3.0,2.0,0.0,0.0,0.0,Risk sharing and transactions: The impact of mobile money on insurance,Risk sharing and transactions costs: Evidence from Kenya's mobile money revolution,"Jack, W.; Suri, T.",W. Jack; T. Suri,2014.0,2014.0,American Economic Review,American Economic Review,10.1257/aer.104.1.106,10.1257/aer.104.1.183,0.0,0.0,1.0,GOOGLE,0.0,"✗ Title | ✓ Authors | ✓ Year | ✓ Venue | ✗ DOI | ? URL

### Summary
The verification result is inconclusive and requires human review. Although the authors, year, and journal match, the title and DOI differ between the reference provided and the best available match. This suggests that the source you have might be confused with another similar publication by the same authors in the same journal and year.

### Details
A matching record was found for an article by W. Jack and T. Suri published in 2014 in the American Economic Review, but the title is ""Risk sharing and transactions costs: Evidence from Kenya's mobile money revolution"" instead of ""Risk sharing and transactions: The impact of mobile money on insurance."" Additionally, the DOI for the confirmed article is 10.1257/aer.104.1.183, while the reference’s DOI (10.1257/aer.104.1.106) is not found and returns a 404 error. These discrepancies indicate that the exact reference could not be verified.

- [DOI 10.1257/aer.104.1.183 article](https://www.aeaweb.org/articles?id=10.1257/aer.104.1.183)
- [DOI 10.1257/aer.104.1.106 error check]
- [OpenAlex search results for DOI 10.1257/aer.104.1.106]",0.0,1.0
"Kamau, M. W., & Mwaura, G. (2015). The role of mobile money in promoting financial inclusion in Kenya. *Journal of Financial Transformation, 34*, 1–14.",Digital financial services,qwen3_14b_nothink,needs-human,Reference requires human review.,CONTAINS,CONTRADICTION,CONTAINS,UNCONFIRMED,ABSENT,Promoting savings among low income earners in Kenya through mobile money,Patrick Kanyi Wamuyu,2016.0,,10.1109/istafrica.2016.7530699,https://doi.org/10.1109/istafrica.2016.7530699,GOOGLE,0.0,1.0,2.0,1.0,1.0,The role of mobile money in promoting financial inclusion in Kenya,Promoting savings among low income earners in Kenya through mobile money,"Kamau, M. W.; Mwaura, G.",Patrick Kanyi Wamuyu,2015.0,2016.0,Journal of Financial Transformation,,,10.1109/istafrica.2016.7530699,0.0,0.0,2.0,GOOGLE,0.0,"◐ Title | ✗ Authors | ◐ Year | ? Venue | ○ ID

### Summary
This reference could not be conclusively verified as the authors listed differ between the provided citation and the found source, though the topic and year are closely related. The titles share the central theme of mobile money in Kenya, but author names do not match, and the year differs by one.

### Details
A matching record was found with the title ""Promoting savings among low income earners in Kenya through mobile money,"" which relates closely to the original title ""The role of mobile money in promoting financial inclusion in Kenya."" The year 2015 in the original citation is close to the found year 2016, indicating temporal proximity. However, the authors differ entirely: Kamau, M. W. and Mwaura, G. are cited originally, whereas the found record lists Patrick Kanyi Wamuyu as the sole author. No journal information could be verified for the matched item. Due to these contradictions primarily in authorship, the status requires human review.

- https://doi.org/10.1109/istafrica.2016.7530699",0.0,1.0
"Lindelauf, D., & van der Vegt, G. S. (2016). The role of mobile money in financial inclusion: A case study of M-Pesa in Kenya. *Journal of Development Studies, 52*(12), 1633–1648. https://doi.org/10.1080/00220388.2016.1161923",Digital financial services,qwen3_14b_nothink,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article could be found for the reference to ""The role of mobile money in financial inclusion: A case study of M-Pesa in Kenya"" by Lindelauf and van der Vegt in the Journal of Development Studies from 2016.

### Details
A search using the provided DOI returned a 404 error indicating the DOI does not exist or is incorrect. Additionally, searches through OpenAlex, Google, and Google Scholar did not find any records matching the title, authors, year, or journal. This lack of evidence suggests the article could not be verified.

- [DOI check on https://doi.org](https://doi.org/10.1080/00220388.2016.1161923)
- [OpenAlex search results](https://openalex.org)
- [Google search]
- [Google Scholar search]",0.0,1.0
"World Bank. (2017). *Global Findex Database 2017*. Washington, DC: World Bank. https://www.worldbank.org/en/topic/financialinclusion/publication/global-findex-database",Digital financial services,qwen3_14b_nothink,verified,World Bank. (2017). *Global Financial Inclusion (Global Findex) Database 2017*. World Bank Microdata Library. https://microdata.worldbank.org/index.php/catalog/3238,MATCH,MATCH,MATCH,CONTAINS,UNCONFIRMED,Global Financial Inclusion (Global Findex) Database 2017,World Bank,2017.0,World Bank Microdata Library,,https://microdata.worldbank.org/index.php/catalog/3238,GOOGLE,3.0,0.0,1.0,0.0,1.0,Global Findex Database 2017,Global Financial Inclusion (Global Findex) Database 2017,World Bank,World Bank,2017.0,2017.0,World Bank,World Bank Microdata Library,https://www.worldbank.org/en/topic/financialinclusion/publication/global-findex-database,,1.0,1.0,2.0,GOOGLE,0.0,"✓ Title | ✓ Authors | ✓ Year | ◐ Venue | ? URL

### Summary
This reference was confirmed as the Global Findex Database 2017 compiled by the World Bank. The title, authors, and year all match exactly, and the source is hosted within the World Bank Microdata Library, which is part of the same organization.

### Details
A matching record was found under the title ""Global Financial Inclusion (Global Findex) Database 2017"" by the World Bank, published in 2017. The cited title matches even though the official name expands the abbreviation. The authorship is consistent with the World Bank, and the publication year is 2017. While the originally cited URL returns a 404 error, confirming its content directly is not possible, the alternative URL to the World Bank Microdata Library confirms the publication and its details. This shows that the reference is valid and verified despite the broken original link.

- https://microdata.worldbank.org/index.php/catalog/3238
- https://documents.worldbank.org/en/publication/documents-reports/documentdetail/491271624538346557/the-global-findex-database-2017-measuring-financial-inclusion-and-opportunities-to-expand-access-to-and-use-of-financial-services",0.675,0.325
"Stiglitz, J. E. (2012). The price of inequality: How today's divided society endangers our future. W. W. Norton & Company.",Economics,qwen3_14b_nothink,verified,"Stiglitz, J. E. (2012). *The Price of Inequality: How Today's Divided Society Endangers Our Future*. W. W. Norton & Company. https://wwnorton.com/books/the-price-of-inequality/",MATCH,MATCH,MATCH,MATCH,ABSENT,The Price of Inequality: How Today's Divided Society Endangers Our Future,Joseph E. Stiglitz,2012.0,W. W. Norton & Company,10.7916/d8-96ed-6058,https://wwnorton.com/books/the-price-of-inequality/,GOOGLE,4.0,0.0,0.0,1.0,0.0,The price of inequality: How today's divided society endangers our future.,The Price of Inequality: How Today's Divided Society Endangers Our Future,"Stiglitz, J. E.",Joseph E. Stiglitz,2012.0,2012.0,W. W. Norton & Company,W. W. Norton & Company,,10.7916/d8-96ed-6058,1.0,1.0,1.0,GOOGLE,0.0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This book by Joseph E. Stiglitz titled ""The Price of Inequality: How Today's Divided Society Endangers Our Future"" was confirmed as published in 2012 by W. W. Norton & Company. The author name, title, year, and publisher all matched exactly, verifying the correctness of the reference.

### Details
A matching record was found with exactly the same title and author, Joseph E. Stiglitz. The year 2012 matched perfectly, and the publisher W. W. Norton & Company was the same. Although no DOI was present in the citation, the book's details match those listed on the publisher's official website and other sources. 

- https://wwnorton.com/books/the-price-of-inequality/
- https://www.amazon.com/Price-Inequality-Divided-Society-Endangers/dp/0393088693",1.0,0.0
"Acemoglu, D., & Robinson, J. A. (2012). Why nations fail: The origins of power, prosperity, and poverty. Crown Business.",Economics,qwen3_14b_nothink,verified,"Acemoglu, D., & Robinson, J. (2012). *Why Nations Fail: The Origins of Power, Prosperity, and Poverty*. Crown Business. https://www.amazon.com/Why-Nations-Fail-Origins-Prosperity/dp/0307719227",MATCH,MATCH,MATCH,MATCH,ABSENT,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoglu; James Robinson,2012.0,Crown Business,,https://www.amazon.com/Why-Nations-Fail-Origins-Prosperity/dp/0307719227,GOOGLE,4.0,0.0,0.0,1.0,0.0,"Why nations fail: The origins of power, prosperity, and poverty","Why Nations Fail: The Origins of Power, Prosperity, and Poverty","Acemoglu, D.; Robinson, J. A.",Daron Acemoglu; James Robinson,2012.0,2012.0,Crown Business,Crown Business,,https://www.amazon.com/Why-Nations-Fail-Origins-Prosperity/dp/0307719227,1.0,1.0,2.0,GOOGLE,0.0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This book reference was verified as it matches exactly with records for the 2012 publication ""Why Nations Fail: The Origins of Power, Prosperity, and Poverty"" by Daron Acemoglu and James Robinson, published by Crown Business. The title, authors, year, and publisher all correspond perfectly.

### Details
A matching record was found with the exact title confirmed as ""Why Nations Fail: The Origins of Power, Prosperity, and Poverty."" Both authors, Daron Acemoglu and James Robinson, were identified as the correct contributors. The publication year 2012 and the publisher Crown Business were also an exact match. While no DOI was present in the citation, multiple sources including Amazon and Harvard's Weatherhead Center confirm the book's details, aligning with the citation given.

- https://www.amazon.com/Why-Nations-Fail-Origins-Prosperity/dp/0307719227
- https://www.wcfia.harvard.edu/publications/why-nations-fail-origins-power-prosperity-and-poverty
- https://ia801506.us.archive.org/27/items/WhyNationsFailTheOriginsODaronAcemoglu/Why-Nations-Fail_-The-Origins-o-Daron-Acemoglu.pdf",1.0,0.0
"Friedman, M. (1962). Capitalism and freedom. University of Chicago Press.",Economics,qwen3_14b_nothink,verified,"Friedman, M., & Friedman, R. D. (1962). *Capitalism and freedom*. The University of Chicago Press. https://press.uchicago.edu/ucp/books/book/chicago/C/bo68666099.html",MATCH,CONTAINS,MATCH,MATCH,ABSENT,Capitalism and Freedom,Milton Friedman; Rose D. Friedman,1962.0,The University of Chicago Press,,https://press.uchicago.edu/ucp/books/book/chicago/C/bo68666099.html,GOOGLE,3.0,0.0,1.0,1.0,0.0,Capitalism and freedom.,Capitalism and Freedom,"Friedman, M.",Milton Friedman; Rose D. Friedman,1962.0,1962.0,University of Chicago Press,The University of Chicago Press,,https://press.uchicago.edu/ucp/books/book/chicago/C/bo68666099.html,1.0,1.0,2.0,GOOGLE,0.0,"✓ Title | ◐ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This book was confirmed as ""Capitalism and Freedom"" published by The University of Chicago Press in 1962 with Milton Friedman listed as an author. The title matched exactly, and the publication year corresponded perfectly. The original citation lists only Milton Friedman, while the evidence includes both Milton Friedman and Rose D. Friedman as authors, indicating the original author list is a subset of the verified record.

### Details
A matching record was found for the book titled ""Capitalism and Freedom"" published in 1962 by The University of Chicago Press. The title and year in the citation matched exactly with the evidence. Although the original citation mentions Milton Friedman alone, the found record also includes Rose D. Friedman as an additional author, which is consistent with the subset relationship. The publisher information aligns closely, with the evidence including the leading article ""The"" in the name. A relevant source URL: https://press.uchicago.edu/ucp/books/book/chicago/C/bo68666099.html

- [University of Chicago Press - Capitalism and Freedom](https://press.uchicago.edu/ucp/books/book/chicago/C/bo68666099.html)",0.867,0.133
"Rohde, D. W. (1991). *To run or not to run: The decision of candidates to seek office*. University of Chicago Press.",Democratic elections,qwen3_14b_nothink,needs-human,Reference requires human review.,CONTRADICTION,CONTAINS,MATCH,MATCH,ABSENT,Parties and leaders in the postreform House,D. W. Rohde,1991.0,University of Chicago Press,,https://press.uchicago.edu/ucp/books/book/chicago/P/bo3638205.html,GOOGLE,2.0,1.0,1.0,1.0,0.0,To run or not to run: The decision of candidates to seek office,Parties and leaders in the postreform House,"Rohde, D. W.",D. W. Rohde,1991.0,1991.0,University of Chicago Press,University of Chicago Press,,https://press.uchicago.edu/ucp/books/book/chicago/P/bo3638205.html,0.0,0.0,3.0,GOOGLE,0.0,"✗ Title | ◐ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
The reference could not be confirmed as matching the cited details. While the author name Rohde, D. W. and the year 1991 are correct, the verified work found titled ""Parties and leaders in the postreform House"" differs significantly in subject from ""To run or not to run: The decision of candidates to seek office"". Both works are published by the University of Chicago Press in 1991, but they are not the same publication.

### Details
A matching record was found with author D. W. Rohde published in 1991 by the University of Chicago Press. However, the title differs markedly: the cited title concerns candidates' decisions to seek office, whereas the found title discusses parties and leaders in the postreform House, indicating they are different works. There is no DOI or other identifier to confirm they are the same. Search across multiple sources, including OpenAlex and Google Scholar, did not find a work matching the cited title with this author and year.

- https://press.uchicago.edu/ucp/books/book/chicago/P/bo3638205.html
- https://books.google.com/books?id=g79a9un7YncC
- https://www.jstor.org/stable/2110769",0.2,0.8
