reference,topic,model,svris_status,svris_reference,field_title,field_authors,field_year,field_venue,field_id,candidate_title,candidate_authors,candidate_year,candidate_venue,candidate_doi,candidate_url,candidate_source,candidate_matches,candidate_contradictions,candidate_contains,candidate_absent,candidate_unconfirmed,cmp_title_citation,cmp_title_candidate,cmp_authors_citation,cmp_authors_candidate,cmp_year_citation,cmp_year_candidate,cmp_venue_citation,cmp_venue_candidate,cmp_id_citation,cmp_id_candidate,match_set_size,contained_set_size,total_candidates,sources_queried,processing_time_ms,svris_message,score,error_distance
"Gelb, A., & Clark, J. (2013). Identification for Development: The Biometrics Revolution. Center for Global Development.",Biometric voter registration,llama_3_1_405b,verified,"Gelb, A., & Clark, J. (2013). Identification for Development: The Biometrics Revolution (Working Paper 315). *Center for Global Development*. https://www.cgdev.org/publication/identification-development-biometrics-revolution-working-paper-315",MATCH,MATCH,MATCH,MATCH,ABSENT,Identification for Development: The Biometrics Revolution,Alan Gelb; Julia Clark,2013.0,Center for Global Development (Working Paper 315),,https://www.cgdev.org/publication/identification-development-biometrics-revolution-working-paper-315,GOOGLE,4.0,0.0,0.0,1.0,0.0,Identification for Development: The Biometrics Revolution,Identification for Development: The Biometrics Revolution,"Gelb, A.; Clark, J.",Alan Gelb; Julia Clark,2013.0,2013.0,Center for Global Development,Center for Global Development (Working Paper 315),,https://www.cgdev.org/publication/identification-development-biometrics-revolution-working-paper-315,1.0,1.0,2.0,GOOGLE,0.0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This book was confirmed as published by the Center for Global Development in 2013 with the title ""Identification for Development: The Biometrics Revolution."" The authors Alan Gelb and Julia Clark were verified as the contributors.

### Details
A matching record was found with the exact title ""Identification for Development: The Biometrics Revolution,"" authored by Alan Gelb and Julia Clark in 2013. The publication venue corresponds to the Center for Global Development, specifically noted as Working Paper 315. Although the citation lacks a DOI, multiple sources confirm this work's publication and authorship details.

- https://www.cgdev.org/publication/identification-development-biometrics-revolution-working-paper-315
- https://doi.org/10.2139/ssrn.2226594
- https://www.files.ethz.ch/isn/159149/1426862_file_Biometric_ID_for_Development.pdf",1.0,0.0
"Bryan, E., Deressa, T. T., Gbetibouo, G. A., & Ringler, C. (2009). Adaptation to climate change in Ethiopia and South Africa: options and constraints. Environmental Science & Policy, 12(4), 413-426.",Climate change adaptation in agriculture,llama_3_1_405b,verified,"Bryan, E., Deressa, T., Gbetibouo, G. A., & Ringler, C. (2009). Adaptation to climate change in Ethiopia and South Africa: options and constraints. *Environmental Science & Policy*, 12(4), 413-426. https://doi.org/10.1016/j.envsci.2008.11.002",MATCH,MATCH,MATCH,MATCH,ABSENT,Adaptation to climate change in Ethiopia and South Africa: options and constraints,Elizabeth Bryan; Temesgen Deressa; Glwadys Aymone Gbetibouo; Claudia Ringler,2009.0,Environmental Science & Policy,10.1016/j.envsci.2008.11.002,https://doi.org/10.1016/j.envsci.2008.11.002,GOOGLE,4.0,0.0,0.0,1.0,0.0,Adaptation to climate change in Ethiopia and South Africa: options and constraints.,Adaptation to climate change in Ethiopia and South Africa: options and constraints,"Bryan, E.; Deressa, T. T.; Gbetibouo, G. A.; Ringler, C.",Elizabeth Bryan; Temesgen Deressa; Glwadys Aymone Gbetibouo; Claudia Ringler,2009.0,2009.0,Environmental Science & Policy,Environmental Science & Policy,,10.1016/j.envsci.2008.11.002,1.0,1.0,1.0,GOOGLE,1.0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the journal Environmental Science & Policy with matching authors Elizabeth Bryan, Temesgen Deressa, Glwadys Aymone Gbetibouo, and Claudia Ringler, published in 2009. The title and publication details fully correspond to the citation provided.

### Details
A matching record was found with the exact title ""Adaptation to climate change in Ethiopia and South Africa: options and constraints."" All four authors match, with initials in the citation aligning to the full authors' names in the evidence. The year 2009 and the journal title Environmental Science & Policy are exactly the same. The article also includes a DOI: 10.1016/j.envsci.2008.11.002, confirming the accuracy of the reference.

- https://doi.org/10.1016/j.envsci.2008.11.002",1.0,0.0
"Deressa, T. T., Hassan, R. M., Ringler, C., Alemu, T., & Yesuf, M. (2009). Determinants of farmers' choice of adaptation methods to climate change in the Nile Basin of Ethiopia. Global Environmental Change, 19(2), 248-255.",Climate change adaptation in agriculture,llama_3_1_405b,verified,"Deressa, T., Hassan, R., Ringler, C., Alemu, T., & Yesuf, M. (2009). *Determinants of farmers’ choice of adaptation methods to climate change in the Nile Basin of Ethiopia*. *Global Environmental Change*, 19(2), 248-255. https://doi.org/10.1016/j.gloenvcha.2009.01.002",MATCH,MATCH,MATCH,MATCH,ABSENT,Determinants of farmers’ choice of adaptation methods to climate change in the Nile Basin of Ethiopia,Temesgen Deressa; Rashid Hassan; Claudia Ringler; Tekie Alemu; Mahmud Yesuf,2009.0,Global Environmental Change,10.1016/j.gloenvcha.2009.01.002,https://doi.org/10.1016/j.gloenvcha.2009.01.002,GOOGLE,4.0,0.0,0.0,1.0,0.0,Determinants of farmers' choice of adaptation methods to climate change in the Nile Basin of Ethiopia,Determinants of farmers’ choice of adaptation methods to climate change in the Nile Basin of Ethiopia,"Deressa, T. T.; Hassan, R. M.; Ringler, C.; Alemu, T.; Yesuf, M.",Temesgen Deressa; Rashid Hassan; Claudia Ringler; Tekie Alemu; Mahmud Yesuf,2009.0,2009.0,Global Environmental Change,Global Environmental Change,,10.1016/j.gloenvcha.2009.01.002,1.0,1.0,1.0,GOOGLE,0.0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in Global Environmental Change with matching authors and year. The title, authors, publication year, and journal all perfectly matched the reference.

### Details
A matching record was found with the exact title ""Determinants of farmers’ choice of adaptation methods to climate change in the Nile Basin of Ethiopia"". All five listed authors (Temesgen Deressa, Rashid Hassan, Claudia Ringler, Tekie Alemu, Mahmud Yesuf) correspond exactly to the citation. The publication year 2009 and journal Global Environmental Change also matched precisely. While the original reference did not include a DOI, a verified DOI for the article was found: 10.1016/j.gloenvcha.2009.01.002.

- https://doi.org/10.1016/j.gloenvcha.2009.01.002",1.0,0.0
"Di Falco, S., Veronesi, M., & Yesuf, M. (2011). Does adaptation to climate change provide food security? A micro-perspective from Ethiopia. American Journal of Agricultural Economics, 93(3), 829-846.",Climate change adaptation in agriculture,llama_3_1_405b,verified,"Di Falco, S., Veronesi, M., & Yesuf, M. (2011). Does adaptation to climate change provide food security? A micro-perspective from Ethiopia. *American Journal of Agricultural Economics*, 93(3), 829-846. https://doi.org/10.1093/ajae/aar006",MATCH,MATCH,MATCH,MATCH,ABSENT,Does Adaptation to Climate Change Provide Food Security? A Micro‐Perspective from Ethiopia,Salvatore Di Falco; Marcella Veronesi; Mahmud Yesuf,2011.0,American Journal of Agricultural Economics,10.1093/ajae/aar006,https://doi.org/10.1093/ajae/aar006,GOOGLE,4.0,0.0,0.0,1.0,0.0,Does adaptation to climate change provide food security? A micro-perspective from Ethiopia.,Does Adaptation to Climate Change Provide Food Security? A Micro‐Perspective from Ethiopia,"Di Falco, S.; Veronesi, M.; Yesuf, M.",Salvatore Di Falco; Marcella Veronesi; Mahmud Yesuf,2011.0,2011.0,American Journal of Agricultural Economics,American Journal of Agricultural Economics,,10.1093/ajae/aar006,1.0,1.0,1.0,GOOGLE,0.0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article titled ""Does adaptation to climate change provide food security? A micro-perspective from Ethiopia"" was confirmed in the American Journal of Agricultural Economics with matching authors Salvatore Di Falco, Marcella Veronesi, and Mahmud Yesuf, and the year 2011.

### Details
A matching record was found with the exact title, year, and journal name. The three authors listed in the citation were verified as the same individuals with consistent order and full names. No identifier like a DOI was present in the original citation, but the OpenAlex record provides a DOI link: https://doi.org/10.1093/ajae/aar006.

- https://doi.org/10.1093/ajae/aar006",1.0,0.0
"Gbetibouo, G. A. (2009). Understanding farmers' perceptions and adaptations to climate change and variability: The case of the Limpopo Basin, South Africa. IFPRI Discussion Paper 00849.",Climate change adaptation in agriculture,llama_3_1_405b,verified,"Gbetibouo, G. A. (2009). *Understanding farmers' perceptions and adaptations to climate change and variability: The case of the Limpopo Basin, South Africa* (IFPRI Discussion Paper 849). International Food Policy Research Institute. https://www.fao.org/fileadmin/user_upload/rome2007/docs/ifpri_limpopo_dp00849.pdf",MATCH,MATCH,MATCH,MATCH,ABSENT,"Understanding Farmers' Perceptions and Adaptations to Climate Change and Variability: The Case of the Limpopo Basin, South Africa",Glwadys Aymone Gbetibouo,2009.0,"IFPRI Discussion Paper 849, International Food Policy Research Institute (IFPRI)",,https://www.fao.org/fileadmin/user_upload/rome2007/docs/ifpri_limpopo_dp00849.pdf,GOOGLE,4.0,0.0,0.0,1.0,0.0,"Understanding farmers' perceptions and adaptations to climate change and variability: The case of the Limpopo Basin, South Africa.","Understanding Farmers' Perceptions and Adaptations to Climate Change and Variability: The Case of the Limpopo Basin, South Africa","Gbetibouo, G. A.",Glwadys Aymone Gbetibouo,2009.0,2009.0,IFPRI,"IFPRI Discussion Paper 849, International Food Policy Research Institute (IFPRI)",,https://www.fao.org/fileadmin/user_upload/rome2007/docs/ifpri_limpopo_dp00849.pdf,1.0,1.0,1.0,GOOGLE,1.0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This discussion paper by Gbetibouo, G. A. from 2009 was confirmed as authentic and accurate. The title, author name, year, and publisher details match exactly with the source documents from the International Food Policy Research Institute (IFPRI).

### Details
A matching record was found titled ""Understanding Farmers' Perceptions and Adaptations to Climate Change and Variability: The Case of the Limpopo Basin, South Africa"" with author Glwadys Aymone Gbetibouo, published in 2009. The reference corresponds to IFPRI Discussion Paper 849 as indicated. The official document is available from the FAO website and CGIAR repository, which confirms the details. No unique identifier like DOI was present, but the citation fields align perfectly with the confirmed sources. Relevant URLs include the official IFPRI PDF and CGIAR pages.

- https://www.fao.org/fileadmin/user_upload/rome2007/docs/ifpri_limpopo_dp00849.pdf
- https://cgspace.cgiar.org/items/c022a7b7-a02a-4de2-a62d-d6b7d5ee3998
- https://ideas.repec.org/p/fpr/ifprid/849.html",1.0,0.0
"Hassan, R., & Nhemachena, C. (2008). Determinants of African farmers' strategies for adapting to climate change: Multinomial choice analysis. African Journal of Agricultural and Resource Economics, 2(1), 83-104.",Climate change adaptation in agriculture,llama_3_1_405b,verified,"Hassan, R. M., & Nhemachena, C. (2008). Determinants of African farmers’ strategies for adapting to climate change: Multinomial choice analysis. *African Journal of Agricultural and Resource Economics*, 2(1), 83–104. https://doi.org/10.22004/AG.ECON.56969",MATCH,MATCH,MATCH,MATCH,ABSENT,Determinants of African farmers’ strategies for adapting to climate change: Multinomial choice analysis,"Rashid Hassan; Charles Nhemachena; Hassan, Rashid M.; Nhemachena, Charles",2008.0,African Journal of Agricultural and Resource Economics,10.22004/ag.econ.56969,http://ageconsearch.umn.edu/record/56969,GOOGLE,4.0,0.0,0.0,1.0,0.0,Determinants of African farmers' strategies for adapting to climate change: Multinomial choice analysis.,Determinants of African farmers’ strategies for adapting to climate change: Multinomial choice analysis,"Hassan, R.; Nhemachena, C.","Rashid Hassan; Charles Nhemachena; Hassan, Rashid M.; Nhemachena, Charles",2008.0,2008.0,African Journal of Agricultural and Resource Economics,African Journal of Agricultural and Resource Economics,,10.22004/ag.econ.56969,1.0,1.0,1.0,GOOGLE,0.0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the African Journal of Agricultural and Resource Economics with matching authors Hassan and Nhemachena, and the year 2008. The exact title ""Determinants of African farmers’ strategies for adapting to climate change: Multinomial choice analysis"" was verified.

### Details
A matching record was found with the exact title, authors, year, and journal name matching the citation. The article authors Rashid Hassan and Charles Nhemachena correspond to the citation authors. The publication year 2008 matched exactly. The journal name was the African Journal of Agricultural and Resource Economics as cited. No DOI was provided in the original citation, but a DOI (10.22004/ag.econ.56969) exists for the article at the provided URL.

- [Agecon Search Record](http://ageconsearch.umn.edu/record/56969)
- [DOI Link](https://doi.org/10.22004/ag.econ.56969)",1.0,0.0
"Maddison, D. (2007). The perception of and adaptation to climate change in Africa. Policy Research Working Paper 4308, The World Bank.",Climate change adaptation in agriculture,llama_3_1_405b,verified,"Maddison, D. (2007). *The Perception Of And Adaptation To Climate Change In Africa*. World Bank, Washington, DC eBooks. https://doi.org/10.1596/1813-9450-4308",MATCH,MATCH,MATCH,CONTAINS,ABSENT,The Perception Of And Adaptation To Climate Change In Africa,David Maddison,2007.0,"World Bank, Washington, DC eBooks",10.1596/1813-9450-4308,https://doi.org/10.1596/1813-9450-4308,GOOGLE,3.0,0.0,1.0,1.0,0.0,The perception of and adaptation to climate change in Africa.,The Perception Of And Adaptation To Climate Change In Africa,"Maddison, D.",David Maddison,2007.0,2007.0,Policy Research Working Paper,"World Bank, Washington, DC eBooks",,10.1596/1813-9450-4308,1.0,1.0,1.0,GOOGLE,0.0,"✓ Title | ✓ Authors | ✓ Year | ◐ Venue | ○ ID

### Summary
This article was confirmed in the World Bank publication ""World Bank, Washington, DC eBooks"" with matching author David Maddison and year 2007. The title ""The perception of and adaptation to climate change in Africa"" was exactly confirmed.

### Details
A matching record was found for the exact title and author David Maddison (initials match perfectly to full name). The year 2007 matched exactly as well. The venue stated as ""Policy Research Working Paper"" in the citation corresponds to a related World Bank publishing series, which is why it is marked as contains instead of an exact venue match. No identifier was provided in the original citation, but the source record includes a DOI: 10.1596/1813-9450-4308.

- https://doi.org/10.1596/1813-9450-4308",0.9,0.1
"Nhemachena, C., & Hassan, R. (2007). Micro-level analysis of farmers' adaptation to climate change in Southern Africa. IFPRI Discussion Paper 00714.",Climate change adaptation in agriculture,llama_3_1_405b,verified,"Nhemachena, C., & Hassan, R. M. (2007). *Micro-Level Analysis of Farmers’ Adaptation to Climate Change in Southern Africa*. Unknown. https://doi.org/10.22004/AG.ECON.42399",MATCH,MATCH,MATCH,UNCONFIRMED,ABSENT,Micro-Level Analysis of Farmers’ Adaptation to Climate Change in Southern Africa,"Charles Nhemachena; Rashid Hassan; Nhemachena, Charles; Hassan, Rashid M.",2007.0,,10.22004/ag.econ.42399,http://ageconsearch.umn.edu/record/42399,GOOGLE,3.0,0.0,0.0,1.0,1.0,Micro-level analysis of farmers' adaptation to climate change in Southern Africa,Micro-Level Analysis of Farmers’ Adaptation to Climate Change in Southern Africa,"Nhemachena, C.; Hassan, R.","Charles Nhemachena; Rashid Hassan; Nhemachena, Charles; Hassan, Rashid M.",2007.0,2007.0,IFPRI,,,10.22004/ag.econ.42399,1.0,1.0,1.0,GOOGLE,0.0,"✓ Title | ✓ Authors | ✓ Year | ? Venue | ○ ID

### Summary
This study was confirmed with the exact title ""Micro-Level Analysis of Farmers’ Adaptation to Climate Change in Southern Africa"" and matching authors Nhemachena and Hassan. The year 2007 also matched exactly, verifying the reference despite the absence of a specific venue name.

### Details
A matching record was found with exact title and author names, including full names and initials that correspond correctly. The year 2007 matched exactly with the citation. Although the venue was unconfirmed, the document corresponds to IFPRI Discussion Paper 00714. A DOI (10.22004/ag.econ.42399) and supporting URLs confirm the document’s authenticity and details.

- [Agecon Search Record](http://ageconsearch.umn.edu/record/42399)
- [DOI link](https://doi.org/10.22004/ag.econ.42399)",0.8,0.2
"Below, T. B., Mutabazi, K. D., Kirschke, D., Franke, C., Sieber, S., Siebert, R., & Tscherning, K. (2012). Can farmers' adaptation to climate change be explained by socio-economic household-level variables? Global Environmental Change, 22(1), 223-235.",Climate change adaptation in agriculture,llama_3_1_405b,verified,"Below, T., Mutabazi, K., Kirschke, D., Franke, C., Sieber, S., Siebert, R., & Tscherning, K. (2011). Can farmers’ adaptation to climate change be explained by socio-economic household-level variables? *Global Environmental Change, 22*(1), 223-235. https://doi.org/10.1016/j.gloenvcha.2011.11.012",MATCH,MATCH,CONTAINS,MATCH,ABSENT,Can farmers’ adaptation to climate change be explained by socio-economic household-level variables?,Till Below; Khamaldin Mutabazi; Dieter Kirschke; Christian Franke; Stefan Sieber; Rosemarie Siebert; Karen Tscherning,2011.0,Global Environmental Change,10.1016/j.gloenvcha.2011.11.012,https://doi.org/10.1016/j.gloenvcha.2011.11.012,GOOGLE,3.0,0.0,1.0,1.0,0.0,Can farmers' adaptation to climate change be explained by socio-economic household-level variables?,Can farmers’ adaptation to climate change be explained by socio-economic household-level variables?,"Below, T. B.; Mutabazi, K. D.; Kirschke, D.; Franke, C.; Sieber, S.; Siebert, R.; Tscherning, K.",Till Below; Khamaldin Mutabazi; Dieter Kirschke; Christian Franke; Stefan Sieber; Rosemarie Siebert; Karen Tscherning,2012.0,2011.0,Global Environmental Change,Global Environmental Change,,10.1016/j.gloenvcha.2011.11.012,1.0,1.0,1.0,GOOGLE,0.0,"✓ Title | ✓ Authors | ◐ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the journal Global Environmental Change with matching authors and nearly matching year. The title 'Can farmers’ adaptation to climate change be explained by socio-economic household-level variables?' was exactly confirmed, as were all the listed authors. The year reported differs by one (2011 vs. 2012), which is a minor inconsistency but generally acceptable.

### Details
A matching record was found through OpenAlex for the article with the exact title and all seven authors matching, including Till Below, Khamaldin Mutabazi, Dieter Kirschke, Christian Franke, Stefan Sieber, Rosemarie Siebert, and Karen Tscherning. The year in the evidence is 2011, one year earlier than the citation's 2012, which is noted as a minor difference. The journal Global Environmental Change matches exactly. The DOI linked to the record is 10.1016/j.gloenvcha.2011.11.012.

- [DOI Link](https://doi.org/10.1016/j.gloenvcha.2011.11.012)
- [OpenAlex Record](https://doi.org/10.1016/j.gloenvcha.2011.11.012)",0.9,0.1
"Seo, S. N., & Mendelsohn, R. (2008). An analysis of crop choice: Adapting to climate change in South American farms. Ecological Economics, 67(1), 109-116.",Climate change adaptation in agriculture,llama_3_1_405b,verified,"Seo, S. N., & Mendelsohn, R. (2008). An analysis of crop choice: Adapting to climate change in South American farms. *Ecological Economics*, 67(1), 109-116. https://doi.org/10.1016/j.ecolecon.2007.12.007",MATCH,MATCH,MATCH,MATCH,ABSENT,An analysis of crop choice: Adapting to climate change in South American farms,S. Niggol Seo; Robert Mendelsohn,2008.0,Ecological Economics,10.1016/j.ecolecon.2007.12.007,https://doi.org/10.1016/j.ecolecon.2007.12.007,GOOGLE,4.0,0.0,0.0,1.0,0.0,An analysis of crop choice: Adapting to climate change in South American farms.,An analysis of crop choice: Adapting to climate change in South American farms,"Seo, S. N.; Mendelsohn, R.",S. Niggol Seo; Robert Mendelsohn,2008.0,2008.0,Ecological Economics,Ecological Economics,,10.1016/j.ecolecon.2007.12.007,1.0,1.0,1.0,GOOGLE,0.0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in Ecological Economics with matching authors and year. The title ""An analysis of crop choice: Adapting to climate change in South American farms"" was found exactly as cited, and both authors Seo, S. N. and Mendelsohn, R. were matched under their full names.

### Details
A matching record was found with the exact title and year 2008. The authors S. Niggol Seo and Robert Mendelsohn correspond precisely to the cited initials and names. The journal ""Ecological Economics"" matches exactly, confirming the venue. Although no identifier was provided in the citation, the DOI 10.1016/j.ecolecon.2007.12.007 was found for this publication.

- https://doi.org/10.1016/j.ecolecon.2007.12.007",1.0,0.0
