reference,topic,model,svris_status,svris_reference,field_title,field_authors,field_year,field_venue,field_id,candidate_title,candidate_authors,candidate_year,candidate_venue,candidate_doi,candidate_url,candidate_source,candidate_matches,candidate_contradictions,candidate_contains,candidate_absent,candidate_unconfirmed,cmp_title_citation,cmp_title_candidate,cmp_authors_citation,cmp_authors_candidate,cmp_year_citation,cmp_year_candidate,cmp_venue_citation,cmp_venue_candidate,cmp_id_citation,cmp_id_candidate,match_set_size,contained_set_size,total_candidates,sources_queried,processing_time_ms,svris_message,score,error_distance
"Adepu, J., & Pillitteri, V. (2012). Biometric voter registration: A case study of Andhra Pradesh, India. *Information Technology and Development*, *3*(1), 37-51.",Biometric voter registration,gemma_3_12b,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article could be found for the reference ""Adepu, J., & Pillitteri, V. (2012). Biometric voter registration: A case study of Andhra Pradesh, India."" in the journal Information Technology and Development or other databases searched.

### Details
A search using the article title, authors' names, publication year, and journal name did not return any matching records in OpenAlex. Additionally, a comprehensive web search failed to find any results corresponding to this reference. No DOI or other identifying information was available to assist in verification.

- [OpenAlex](https://openalex.org)
- [Google Search](https://www.google.com)",0.0,1.0
"Jacobson, M., & Del Mar, A. (2017). Mini-grids for universal energy access: A review of the literature. *Energy Policy*, *107*, 387–398.",Mini-grid electrification,gemma_3_12b,unverified,Reference could not be verified.,CONTRADICTION,CONTRADICTION,CONTAINS,CONTRADICTION,ABSENT,Deconstructing the concept of renewable energy‐based mini‐grids for rural electrification in East Africa,Mathilde Brix Pedersen,2016.0,Wiley Interdisciplinary Reviews Energy and Environment,10.1002/wene.205,https://doi.org/10.1002/wene.205,GOOGLE,0.0,3.0,1.0,1.0,0.0,Mini-grids for universal energy access: A review of the literature.,Deconstructing the concept of renewable energy‐based mini‐grids for rural electrification in East Africa,"Jacobson, M.; Del Mar, A.",Mathilde Brix Pedersen,2017.0,2016.0,Energy Policy,Wiley Interdisciplinary Reviews Energy and Environment,,10.1002/wene.205,0,0,2,GOOGLE,0,"✗ Title | ✗ Authors | ◐ Year | ✗ Venue | ○ ID

### Summary
This reference could not be verified as matching the cited article. The found article significantly differs in title, authors, and journal, despite the year being close.

### Details
The title ""Mini-grids for universal energy access: A review of the literature"" was contrasted against the found title ""Deconstructing the concept of renewable energy-based mini-grids for rural electrification in East Africa,"" showing a mismatch in subject and scope. The cited authors Jacobson, M. and Del Mar, A. do not overlap with the found author Mathilde Brix Pedersen. The cited year 2017 is close to the found year 2016, but the journals are distinct: ""Energy Policy"" versus ""Wiley Interdisciplinary Reviews: Energy and Environment."" No matching identifier was available. These conflicts led to the conclusion of no verified match.

- https://doi.org/10.1002/wene.205",0.0,1.0
"Karekezi, J., & Lal, R. (2009). Decentralized renewable energy solutions for Africa. *Renewable and Sustainable Energy Reviews*, *13*(2), 382–395.",Mini-grid electrification,gemma_3_12b,unverified,Reference could not be verified.,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION,ABSENT,Renewable Energy in the Context of Sustainable Development,M Mirza,2024.0,Renewable Energy Sources and Climate Change …,,https://www.academia.edu/download/114557470/IPCC_SRREN_Ch09.pdf,GOOGLE,0.0,4.0,0.0,1.0,0.0,Decentralized renewable energy solutions for Africa,Renewable Energy in the Context of Sustainable Development,"Karekezi, J.; Lal, R.",M Mirza,2009.0,2024.0,Renewable and Sustainable Energy Reviews,Renewable Energy Sources and Climate Change …,,https://www.academia.edu/download/114557470/IPCC_SRREN_Ch09.pdf,0,0,1,GOOGLE,0,"✗ Title | ✗ Authors | ✗ Year | ✗ Venue | ○ ID

### Summary
No matching article could be found for the given reference by Karekezi and Lal from 2009 titled ""Decentralized renewable energy solutions for Africa."" The details of the best potential match differ significantly in authorship, title, year, and journal.

### Details
A search for the article titled ""Decentralized renewable energy solutions for Africa"" by Karekezi and Lal from 2009 in ""Renewable and Sustainable Energy Reviews"" did not find any matching record. The closest available record was for a different article titled ""Renewable Energy in the Context of Sustainable Development"" by M Mirza published in 2024, which is from a different venue and has no author overlap. The citation details, including title, authors, year, and publication source, all contradict between the claimed reference and any found evidence.

- https://www.academia.edu/download/114557470/IPCC_SRREN_Ch09.pdf",0.0,1.0
"Lund, S., et al. (2014). Mini-grids: Towards a sustainable energy future in developing countries. *Energy*, *73*, 418–428.",Mini-grid electrification,gemma_3_12b,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article could be found for the reference ""Mini-grids: Towards a sustainable energy future in developing countries"" by Lund et al. (2014) in the journal Energy, volume 73, pages 418–428.

### Details
A search was performed using the article title, author name, year, and journal details but no relevant records were identified in OpenAlex or via Google search. There were no potential matches or evidence found to confirm the existence of this article in the given source.

- [OpenAlex](https://openalex.org)
- [Google Search](https://www.google.com)",0.0,1.0
"Mulu, G. G., et al. (2017). Mini-grid electrification in Ethiopia: A review of the current status and future prospects. *Ethiopian Journal of Science and Technology*, *12*(1), 1–15.",Mini-grid electrification,gemma_3_12b,unverified,Reference could not be verified.,CONTRADICTION,CONTRADICTION,CONTAINS,CONTRADICTION,ABSENT,Sustainability of Off-Grid Photovoltaic Systems for Rural Electrification in Developing Countries: A Review,Sarah Féron,2016.0,Sustainability,10.3390/su8121326,https://doi.org/10.3390/su8121326,GOOGLE,0.0,3.0,1.0,1.0,0.0,Mini-grid electrification in Ethiopia: A review of the current status and future prospects,Sustainability of Off-Grid Photovoltaic Systems for Rural Electrification in Developing Countries: A Review,"Mulu, G. G.",Sarah Féron,2017.0,2016.0,Ethiopian Journal of Science and Technology,Sustainability,,10.3390/su8121326,0,0,2,GOOGLE,0,"✗ Title | ✗ Authors | ◐ Year | ✗ Venue | ○ ID

### Summary
No matching article could be found for the reference provided. The search revealed a different article with a different title, author, and journal published near the same year, indicating this citation does not correspond with available records.

### Details
A matching record was not found for the title ""Mini-grid electrification in Ethiopia: A review of the current status and future prospects"" or author ""Mulu, G. G."" for the year 2017. The closest candidate found was an article titled ""Sustainability of Off-Grid Photovoltaic Systems for Rural Electrification in Developing Countries: A Review"" authored by Sarah Féron, published in 2016 in the journal Sustainability. The titles, authors, and journals do not align, and no DOI or direct identifier was available for the original citation. Online searches yielded no additional evidence of the referred article's existence.

- https://doi.org/10.3390/su8121326",0.0,1.0
"Sovacool, B. K. (2011). Contextualizing decentralization: Electricity reforms and the role of mini-grids in developing countries. *Energy Policy*, *39*(11), 7084–7094.",Mini-grid electrification,gemma_3_12b,needs-human,Reference requires human review.,CONTRADICTION,CONTAINS,MATCH,MATCH,ABSENT,"The socio-technical barriers to Solar Home Systems (SHS) in Papua New Guinea:“Choosing pigs, prostitutes, and poker chips over panels”",B. K. Sovacool; A. L. D'Agostino; M. J. Bambawale,2011.0,Energy Policy,,https://www.sciencedirect.com/science/article/pii/S0301421510009274,GOOGLE,2.0,1.0,1.0,1.0,0.0,Contextualizing decentralization: Electricity reforms and the role of mini-grids in developing countries,"The socio-technical barriers to Solar Home Systems (SHS) in Papua New Guinea:“Choosing pigs, prostitutes, and poker chips over panels”","Sovacool, B. K.",B. K. Sovacool; A. L. D'Agostino; M. J. Bambawale,2011.0,2011.0,Energy Policy,Energy Policy,,https://www.sciencedirect.com/science/article/pii/S0301421510009274,0,0,1,GOOGLE,0,"✗ Title | ◐ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
The original reference could not be confirmed because the title provided does not match any found record from the same author in the same journal and year. Although the author B. K. Sovacool, the year 2011, and the journal Energy Policy matched, the titles differ significantly, pointing to two separate articles.

### Details
A matching record was found in Energy Policy for 2011 with B. K. Sovacool as one of the authors, but its title is ""The socio-technical barriers to Solar Home Systems (SHS) in Papua New Guinea: “Choosing pigs, prostitutes, and poker chips over panels”,"" which contrasts with the citation title about decentralization and mini-grids. The author list for the found article includes additional authors not in the original citation. No identifier like a DOI was available to further clarify. Search results did not locate the cited title in OpenAlex or scholarly databases.

- https://www.sciencedirect.com/science/article/pii/S0301421510009274",0.2,0.8
"Al-Mohammad, A., & Al-Khateeb, A. (2012). The impact of perceived usefulness and ease of use on mobile banking adoption. *International Journal of Business and Management*, *7*(15), 127-136.",Mobile banking,gemma_3_12b,unverified,Reference could not be verified.,CONTRADICTION,CONTRADICTION,CONTAINS,CONTRADICTION,ABSENT,Mobile Banking Adoption: An Examination of Technology Acceptance Model and Theory of Planned Behavior,Mohamed Aboelmaged; Tarek Roshdy Gebba,2013.0,International Journal of Business Research and Development,10.24102/ijbrd.v2i1.263,https://doi.org/10.24102/ijbrd.v2i1.263,GOOGLE,0.0,3.0,1.0,1.0,0.0,The impact of perceived usefulness and ease of use on mobile banking adoption.,Mobile Banking Adoption: An Examination of Technology Acceptance Model and Theory of Planned Behavior,"Al-Mohammad, A.; Al-Khateeb, A.",Mohamed Aboelmaged; Tarek Roshdy Gebba,2012.0,2013.0,International Journal of Business and Management,International Journal of Business Research and Development,,10.24102/ijbrd.v2i1.263,0,0,2,GOOGLE,1,"✗ Title | ✗ Authors | ◐ Year | ✗ Venue | ○ ID

### Summary
No matching article could be found for the reference by Al-Mohammad and Al-Khateeb from 2012 titled ""The impact of perceived usefulness and ease of use on mobile banking adoption."" The details show that the candidate documents have different authors, titles, journal names, and years, indicating they are not the same publication.

### Details
A matching record was not found for the given authors Al-Mohammad and Al-Khateeb in 2012. The closest candidate article found from 2013 is by Mohamed Aboelmaged and Tarek Roshdy Gebba titled ""Mobile Banking Adoption: An Examination of Technology Acceptance Model and Theory of Planned Behavior"" published in the International Journal of Business Research and Development — this differs significantly in authorship, title, and journal from the cited reference. The journal titles and author names do not align, and the year differs by one. No DOI or other identifiers were found to confirm the original citation.

- [Candidate article DOI link](https://doi.org/10.24102/ijbrd.v2i1.263)",0.0,1.0
"Berger, P. G. (2003). The effects of technological change on the banking industry. *Journal of Banking & Finance*, *27*(6), 927-953.",Mobile banking,gemma_3_12b,needs-human,Reference requires human review.,CONTAINS,CONTRADICTION,CONTAINS,CONTAINS,ABSENT,The Economic Effects of Technological Progress: Evidence from the Banking Industry,Allen N. Berger,2002.0,SSRN Electronic Journal,10.2139/ssrn.332900,https://doi.org/10.2139/ssrn.332900,GOOGLE,0.0,1.0,3.0,1.0,0.0,The effects of technological change on the banking industry.,The Economic Effects of Technological Progress: Evidence from the Banking Industry,"Berger, P. G.",Allen N. Berger,2003.0,2002.0,Journal of Banking & Finance,SSRN Electronic Journal,,10.2139/ssrn.332900,0,0,3,GOOGLE,0,"◐ Title | ✗ Authors | ◐ Year | ◐ Venue | ○ ID

### Summary
The provided reference could not be conclusively confirmed due to discrepancies in the author and year information compared to the best available match. While the topics and publication venues align closely, the cited author name and publication year differ, meaning the reference needs further human review.

### Details
A closely related article titled ""The Economic Effects of Technological Progress: Evidence from the Banking Industry"" by Allen N. Berger was found as a preprint in 2002 on SSRN and also in a journal in 2003. The original reference cites P. G. Berger (2003) with a similar title but different author and year information. The main subject about technological impacts on the banking industry and the journal-related venue roughly correspond, but the author names contradict (P. G. Berger vs Allen N. Berger) and the year differs by one year (2003 vs 2002). No matching DOI was found for the original reference. This ambiguity suggests the original reference might be inaccurate or confused with the other publication, therefore human verification is recommended to resolve these inconsistencies.

- https://doi.org/10.2139/ssrn.332900
- https://doi.org/10.1353/mcb.2003.0009",0.1,0.9
"Choudhury, S., & Mishra, S. (2012). Mobile banking adoption: An empirical analysis. *Journal of Electronic Commerce Research*, *13*(2), 117-134.",Mobile banking,gemma_3_12b,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article titled ""Mobile banking adoption: An empirical analysis"" by Choudhury, S. and Mishra, S. from 2012 in the Journal of Electronic Commerce Research could be found in available scholarly databases. The verification process did not identify any records that confirm this reference.

### Details
A search in OpenAlex yielded no results matching the given title, authors, or year. Additionally, a thorough search through other scholarly resources failed to find any publication that matches the reference details. While papers involving similar topics and author names exist, none matched the exact combination of title, authors, publication year, or journal. Therefore, the reference remains unverified.

- https://openalex.org
- https://scholar.google.com",0.0,1.0
"D’Silva, R., & Sharma, S. (2011). Mobile banking: A literature review. *Journal of Internet Banking and Commerce*, *16*(3), 1-15.",Mobile banking,gemma_3_12b,unverified,Reference could not be verified.,CONTRADICTION,CONTRADICTION,CONTRADICTION,CONTRADICTION,ABSENT,The design of digital financial infrastructure: lessons from India,D D'Silva; Z Filková; F Packer; S Tiwari,2019.0,BIS paper,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3505373,GOOGLE,0.0,4.0,0.0,1.0,0.0,Mobile banking: A literature review,The design of digital financial infrastructure: lessons from India,"D’Silva, R.; Sharma, S.",D D'Silva; Z Filková; F Packer; S Tiwari,2011.0,2019.0,Journal of Internet Banking and Commerce,BIS paper,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3505373,0,0,3,GOOGLE,0,"✗ Title | ✗ Authors | ✗ Year | ✗ Venue | ○ ID

### Summary
No matching article was found for the reference ""D’Silva, R., & Sharma, S. (2011). Mobile banking: A literature review"" in the Journal of Internet Banking and Commerce. The details differ significantly from the closest found paper, which has different authors, year, title, and venue.

### Details
A search found a paper titled ""The design of digital financial infrastructure: lessons from India"" authored by D D'Silva, Z Filková, F Packer, and S Tiwari published in 2019 as a BIS paper. This differs from the citation year 2011, the authors Sharma and R. D’Silva, and the journal named. No DOI or exact match was located for the cited article. The evidence shows contradictions in every key detail including title, authors, year, and venue. 

- https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3505373",0.0,1.0
