reference,topic,model,svris_status,svris_reference,field_title,field_authors,field_year,field_venue,field_id,candidate_title,candidate_authors,candidate_year,candidate_venue,candidate_doi,candidate_url,candidate_source,candidate_matches,candidate_contradictions,candidate_contains,candidate_absent,candidate_unconfirmed,cmp_title_citation,cmp_title_candidate,cmp_authors_citation,cmp_authors_candidate,cmp_year_citation,cmp_year_candidate,cmp_venue_citation,cmp_venue_candidate,cmp_id_citation,cmp_id_candidate,match_set_size,contained_set_size,total_candidates,sources_queried,processing_time_ms,svris_message,score,error_distance
"Berman, E. S., & Edwards, M. (2013). The impact of voter ID laws on voter turnout. Journal of Law and Economics, 56(3), 541-563.",Biometric voter registration,llama_3_1_8b,needs-human,Reference requires human review.,MATCH,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,ABSENT,The Effect of Voter Identification Laws on Turnout,,,,,https://www.researchgate.net/publication/4822952_The_Effect_of_Voter_Identification_Laws_on_Turnout,GOOGLE,1.0,0.0,0.0,1.0,3.0,The impact of voter ID laws on voter turnout,The Effect of Voter Identification Laws on Turnout,"Berman, E. S.; Edwards, M.",,2013.0,,Journal of Law and Economics,,,https://www.researchgate.net/publication/4822952_The_Effect_of_Voter_Identification_Laws_on_Turnout,1,2,3,GOOGLE,0,"✓ Title | ? Authors | ? Year | ? Venue | ○ ID

### Summary
The verification of this article remains uncertain and requires human review. While the title ""The Impact of Voter ID Laws on Voter Turnout"" was confirmed to align closely with a similarly titled work available online, other key details such as the authors, publication year, and journal were not confirmed.

### Details
A matching record was found with the title ""The Effect of Voter Identification Laws on Turnout"" available on ResearchGate but without author, year, or journal information. The original authors ""Berman, E. S., & Edwards, M."" and the publication year ""2013"" could not be verified in external databases including OpenAlex and various searches. No DOI or other unique identifier was available, which limits certainty. Due to partial but insufficient evidence, this reference needs human verification before it can be fully confirmed.

- https://www.researchgate.net/publication/4822952_The_Effect_of_Voter_Identification_Laws_on_Turnout
- https://journals.law.harvard.edu/lpr/wp-content/uploads/sites/89/2013/05/3.1_9_deAlth.pdf
- https://www.semanticscholar.org/paper/Voter-ID-Laws-and-Voter-Turnout-Heller-Miller/35cce62d527cd28c5697de839eaa701fe081c711",0.333,0.667
"Morduch, J. (1999). The role of subsidies in microfinance: Evidence from Grameen Bank. Journal of Development Economics, 60(1), 149-166.",Microfinance loan repayment,llama_3_1_8b,verified-with-error,"Morduch, J. (1999). The role of subsidies in microfinance: Evidence from the Grameen Bank. *Journal of Development Economics*, 60(1), 229-248. https://doi.org/10.1016/S0304-3878(99)00042-5",CONTAINS,MATCH,MATCH,MATCH,ABSENT,The role of subsidies in microfinance: evidence from the Grameen Bank,Morduch,1999.0,Journal of Development Economics,10.1016/S0304-3878(99)00042-5,https://doi.org/10.1016/S0304-3878(99)00042-5,GOOGLE,3.0,0.0,1.0,1.0,0.0,The role of subsidies in microfinance: Evidence from Grameen Bank,The role of subsidies in microfinance: evidence from the Grameen Bank,"Morduch, J.",Morduch,1999.0,1999.0,Journal of Development Economics,Journal of Development Economics,,10.1016/S0304-3878(99)00042-5,1,1,1,GOOGLE,1,"◐ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the Journal of Development Economics with matching author Jonathan Morduch and year 1999. The title closely matches the verified record, with minor differences in capitalization and the inclusion of the word ""the"" before ""Grameen Bank."" The journal and year details correspond perfectly.

### Details
A matching article was found titled ""The role of subsidies in microfinance: evidence from the Grameen Bank"" published in the Journal of Development Economics in 1999, authored by Jonathan Morduch. The main discrepancies are minor variations in the title formatting and page numbers (original cited 149-166, but evidence shows 229-248), likely due to citation style differences. No DOI was provided in the citation, but a verified DOI exists: 10.1016/S0304-3878(99)00042-5, confirming the reference's legitimacy.

- https://doi.org/10.1016/S0304-3878(99)00042-5
- https://www.sciencedirect.com/science/article/pii/S0304387899000425
- https://ideas.repec.org/a/eee/deveco/v60y1999i1p229-248.html",0.833,0.167
"Zeller, M. (1994). Group credit programs and poor rural households in Bangladesh. World Development, 22(4), 481-492.",Microfinance loan repayment,llama_3_1_8b,needs-human,Reference requires human review.,CONTRADICTION,MATCH,MATCH,MATCH,ABSENT,Determinants of credit rationing: A study of informal lenders and formal credit groups in Madagascar,Zeller,1994.0,World Development,,https://www.sciencedirect.com/science/article/pii/0305750X94901813,GOOGLE,3.0,1.0,0.0,1.0,0.0,Group credit programs and poor rural households in Bangladesh.,Determinants of credit rationing: A study of informal lenders and formal credit groups in Madagascar,"Zeller, M.",Zeller,1994.0,1994.0,World Development,World Development,,https://www.sciencedirect.com/science/article/pii/0305750X94901813,0,0,3,GOOGLE,0,"✗ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
The verification result is ambiguous and requires human review. While the author's name, publication year, and journal match, the titles differ significantly in topic and geographic focus, indicating they are unlikely to be the same article.

### Details
A matching record was found for an article by Zeller published in 1994 in World Development, but the title relates to credit rationing in Madagascar rather than group credit programs in Bangladesh as cited. The cited title about Bangladesh was not found in OpenAlex or through various web searches. The year 1994 and the journal name ""World Development"" matched exactly. No DOI or other identifier was available to assist with verification.

- https://www.sciencedirect.com/science/article/pii/0305750X94901813
- https://www.researchgate.net/publication/24104047_The_Impact_of_Group-Based_Credit_Programs_on_Poor_Households_in_Bangladesh
- https://cgspace.cgiar.org/items/25e11dc2-9790-4dce-b762-1230a53715b1",0.333,0.667
"Coleman, B. E. (1999). The impact of group lending in Northeast Thailand. Journal of Development Economics, 60(1), 105-141.",Microfinance loan repayment,llama_3_1_8b,verified,"Coleman, B. E. (1999). The impact of group lending in Northeast Thailand. *Journal of Development Economics*, 60(1), 105-141. https://doi.org/10.1016/s0304-3878(99)00038-3",MATCH,MATCH,MATCH,MATCH,ABSENT,The impact of group lending in Northeast Thailand,Coleman,1999.0,Journal of Development Economics,10.1016/s0304-3878(99)00038-3,https://doi.org/10.1016/s0304-3878(99)00038-3,GOOGLE,4.0,0.0,0.0,1.0,0.0,The impact of group lending in Northeast Thailand.,The impact of group lending in Northeast Thailand,"Coleman, B. E.",Coleman,1999.0,1999.0,Journal of Development Economics,Journal of Development Economics,,10.1016/s0304-3878(99)00038-3,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the Journal of Development Economics with the author Coleman and the publication year 1999 matching exactly. The title 'The impact of group lending in Northeast Thailand' was verified to be an exact match in the official record.

### Details
A matching record was found with the exact title and author surname Coleman corresponding to the year 1999. The journal name also matched perfectly. There was no identifier in the citation, but the article is associated with DOI 10.1016/s0304-3878(99)00038-3 in the evidence, supporting the verification.

- https://doi.org/10.1016/s0304-3878(99)00038-3",1.0,0.0
"Ghatak, M., & Guinnane, T. W. (1999). The economics of lending with joint liability: Theory and evidence from agricultural credit in India. World Bank Economic Review, 13(2), 163-184.",Microfinance loan repayment,llama_3_1_8b,verified-with-error,"Ghatak, M., & Guinnane, T. W. (1999). The economics of lending with joint liability: Theory and practice. *Journal of Development Economics*, 60, 195-228. https://www.sciencedirect.com/science/article/pii/S0304387899000413",CONTAINS,MATCH,MATCH,CONTAINS,ABSENT,The economics of lending with joint liability: theory and practice,Ghatak; Guinnane,1999.0,Journal of Development Economics,,https://www.sciencedirect.com/science/article/pii/S0304387899000413,GOOGLE,2.0,0.0,2.0,1.0,0.0,The economics of lending with joint liability: Theory and evidence from agricultural credit in India.,The economics of lending with joint liability: theory and practice,"Ghatak, M.; Guinnane, T. W.",Ghatak; Guinnane,1999.0,1999.0,World Bank Economic Review,Journal of Development Economics,,https://www.sciencedirect.com/science/article/pii/S0304387899000413,1,1,1,GOOGLE,1,"◐ Title | ✓ Authors | ✓ Year | ◐ Venue | ○ ID

### Summary
This article was confirmed with matching authors and year, but there are minor differences in the journal title and article subtitle. The confirmed article appears in the *Journal of Development Economics* rather than the *World Bank Economic Review*, and the subtitle differs slightly.

### Details
A matching record was found for the authors Ghatak and Guinnane from 1999 with the core title phrase ""The economics of lending with joint liability."" However, the subtitle does not exactly match: the citation has ""Theory and evidence from agricultural credit in India,"" while the evidence indicates ""Theory and practice."" Also, the journal title differs; the citation lists the *World Bank Economic Review*, but the matching article appears in the *Journal of Development Economics*. No DOI was found for the cited version.

- https://www.sciencedirect.com/science/article/pii/S0304387899000413
- https://ideas.repec.org/a/eee/deveco/v60y1999i1p195-228.html",0.733,0.267
"Banerjee, A. V., Karlan, D., & Zinman, J. (2015). Six randomized evaluations of microcredit: Introduction and further steps. American Economic Journal: Applied Economics, 7(1), 1-21.",Microfinance loan repayment,llama_3_1_8b,verified,"Banerjee, A., Karlan, D., & Zinman, J. (2015). Six Randomized Evaluations of Microcredit: Introduction and Further Steps. *American Economic Journal Applied Economics*, 7(1), 1-21. https://doi.org/10.1257/app.20140287",MATCH,MATCH,MATCH,MATCH,ABSENT,Six Randomized Evaluations of Microcredit: Introduction and Further Steps,Banerjee; Karlan; Zinman,2015.0,American Economic Journal Applied Economics,10.1257/app.20140287,https://doi.org/10.1257/app.20140287,GOOGLE,4.0,0.0,0.0,1.0,0.0,Six randomized evaluations of microcredit: Introduction and further steps.,Six Randomized Evaluations of Microcredit: Introduction and Further Steps,"Banerjee, A. V.; Karlan, D.; Zinman, J.",Banerjee; Karlan; Zinman,2015.0,2015.0,American Economic Journal: Applied Economics,American Economic Journal Applied Economics,,10.1257/app.20140287,1,1,1,GOOGLE,1,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the American Economic Journal Applied Economics with matching title, authors, year, and journal details.

### Details
A matching record was found with the exact title ""Six Randomized Evaluations of Microcredit: Introduction and Further Steps"". The authors Banerjee, Karlan, and Zinman matched by surname. The publication year 2015 and the journal name American Economic Journal Applied Economics matched exactly. The article's DOI is 10.1257/app.20140287, confirming the citation details.

- [https://doi.org/10.1257/app.20140287](https://doi.org/10.1257/app.20140287)",1.0,0.0
"Karlan, D., & Zinman, J. (2009). Expanding credit access: Using randomized supply and demand estimates to design an effective microcredit program in Mexico. American Economic Journal: Applied Economics, 1(1), 46-73.",Microfinance loan repayment,llama_3_1_8b,unverified,Reference could not be verified.,CONTRADICTION,MATCH,CONTAINS,CONTRADICTION,ABSENT,Expanding credit access: Using randomized supply decisions to estimate the impacts,Karlan; Zinman,2010.0,The Review of Financial Studies,,https://academic.oup.com/rfs/article-abstract/23/1/433/1579262,GOOGLE,1.0,2.0,1.0,1.0,0.0,Expanding credit access: Using randomized supply and demand estimates to design an effective microcredit program in Mexico.,Expanding credit access: Using randomized supply decisions to estimate the impacts,"Karlan, D.; Zinman, J.",Karlan; Zinman,2009.0,2010.0,American Economic Journal: Applied Economics,The Review of Financial Studies,,https://academic.oup.com/rfs/article-abstract/23/1/433/1579262,0,0,1,GOOGLE,0,"✗ Title | ✓ Authors | ◐ Year | ✗ Venue | ○ ID

### Summary
The reference could not be verified because it does not match any existing record found in searches. While the authors Karlan and Zinman match, the title and journal do not correspond to any known publication with the claimed year 2009. 

### Details
A search for the exact title ""Expanding credit access: Using randomized supply and demand estimates to design an effective microcredit program in Mexico"" yielded no matches on OpenAlex or other academic databases. The closest found article by Karlan and Zinman published in 2010 in ""The Review of Financial Studies"" has a different title and journal, and its focus differs notably from the claimed citation. The year differs by one year, which is reasonable, but both the title scope and venue differ significantly, indicating this is not the same work as cited.

- https://academic.oup.com/rfs/article-abstract/23/1/433/1579262
- https://www.poverty-action.org/sites/default/files/publications/Expanding_Credit_Acces_Jan_08.pdf",0.0,1.0
"Karlan, D., & Valdivia, M. (2011). Teaching entrepreneurship: Launching a pilot campaign to teach entrepreneurship in rural Mexico. World Bank Economic Review, 25(2), 213-232.",Microfinance loan repayment,llama_3_1_8b,unverified,Reference could not be verified.,CONTRADICTION,MATCH,MATCH,CONTRADICTION,ABSENT,Teaching Entrepreneurship: Impact of Business Training on Microfinance Clients and Institutions,Karlan; Valdivia,2011.0,The Review of Economics and Statistics,10.1162/REST_a_00074,https://www.mitpressjournals.org/doi/pdf/10.1162/REST_a_00074,GOOGLE,2.0,2.0,0.0,1.0,0.0,Teaching entrepreneurship: Launching a pilot campaign to teach entrepreneurship in rural Mexico.,Teaching Entrepreneurship: Impact of Business Training on Microfinance Clients and Institutions,"Karlan, D.; Valdivia, M.",Karlan; Valdivia,2011.0,2011.0,World Bank Economic Review,The Review of Economics and Statistics,,10.1162/REST_a_00074,0,0,1,GOOGLE,0,"✗ Title | ✓ Authors | ✓ Year | ✗ Venue | ○ ID

### Summary
No matching article could be found for the provided reference. Although the authors and year matched, the title and journal details did not correspond to any known publication.

### Details
A search found no record matching the title ""Teaching entrepreneurship: Launching a pilot campaign to teach entrepreneurship in rural Mexico"" in the World Bank Economic Review for 2011 by Karlan and Valdivia. Instead, a different article by the same authors and year was identified titled ""Teaching Entrepreneurship: Impact of Business Training on Microfinance Clients and Institutions"" published in The Review of Economics and Statistics. The titles and journals are distinct, indicating they are separate works. No DOI or identifier was found for the original citation.

- https://www.mitpressjournals.org/doi/pdf/10.1162/REST_a_00074
- https://econpapers.repec.org/RePEc:tpr:restat:v:93:y:2011:i:2:p:510-527
- https://ideas.repec.org/a/tpr/restat/v93y2011i2p510-527.html",0.0,1.0
"Karlan, D., & Zinman, J. (2009). Observing unobservables: Identifying commitment problems by their consequences. Journal of Development Economics, 90(1), 1-13.",Microfinance loan repayment,llama_3_1_8b,unverified,Reference could not be verified.,CONTRADICTION,MATCH,MATCH,CONTRADICTION,ABSENT,Observing Unobservables: Identifying Information Asymmetries with a Consumer Credit Field Experiment,Karlan; Zinman,2009.0,Econometrica,,https://www.econometricsociety.org/publications/econometrica/2009/11/01/observing-unobservables-identifying-information-asymmetries,GOOGLE,2.0,2.0,0.0,1.0,0.0,Observing unobservables: Identifying commitment problems by their consequences.,Observing Unobservables: Identifying Information Asymmetries with a Consumer Credit Field Experiment,"Karlan, D.; Zinman, J.",Karlan; Zinman,2009.0,2009.0,Journal of Development Economics,Econometrica,,https://www.econometricsociety.org/publications/econometrica/2009/11/01/observing-unobservables-identifying-information-asymmetries,0,0,1,GOOGLE,0,"✗ Title | ✓ Authors | ✓ Year | ✗ Venue | ○ ID

### Summary
No matching article could be found for the reference ""Observing unobservables: Identifying commitment problems by their consequences"" by Karlan and Zinman from 2009 in the Journal of Development Economics. The authors and year match, but the title and journal differ significantly from known records.

### Details
A matching record was found for a similarly authored article titled ""Observing Unobservables: Identifying Information Asymmetries with a Consumer Credit Field Experiment"" published in 2009 in Econometrica. The title and journal in the evidence differ from those in the original citation, indicating they are distinct works. No identifier was present in the original citation to assist verification. The differences in subject matter and venue confirmed that the cited article could not be verified.

- https://www.econometricsociety.org/publications/econometrica/2009/11/01/observing-unobservables-identifying-information-asymmetries
- https://www.jstor.org/stable/25621388
- https://ideas.repec.org/p/ags/yaleeg/28482.html",0.0,1.0
"Bazilian, M., & Onyeji, I. (2012). Mini-grids and off-grid electrification: A review of the literature. Energy for Sustainable Development, 16(3), 268-278.",Mini-grid electrification,llama_3_1_8b,unverified,Reference could not be verified.,CONTRADICTION,CONTRADICTION,CONTAINS,MATCH,ABSENT,Off-grid rural electrification experiences from South Asia: Status and best practices,Palit; Chaurey,2011.0,Energy Sustainable Development/Energy for sustainable development,10.1016/j.esd.2011.07.004,https://doi.org/10.1016/j.esd.2011.07.004,GOOGLE,1.0,2.0,1.0,1.0,0.0,Mini-grids and off-grid electrification: A review of the literature,Off-grid rural electrification experiences from South Asia: Status and best practices,"Bazilian, M.; Onyeji, I.",Palit; Chaurey,2012.0,2011.0,Energy for Sustainable Development,Energy Sustainable Development/Energy for sustainable development,,10.1016/j.esd.2011.07.004,0,0,2,GOOGLE,0,"✗ Title | ✗ Authors | ◐ Year | ✓ Venue | ○ ID

### Summary
No matching article could be found for the reference by Bazilian and Onyeji (2012) titled ""Mini-grids and off-grid electrification: A review of the literature."" The search results suggest this citation differs significantly from known publications in author names and title.

### Details
The provided reference was compared against potential matches found in open-access data and scholarly searches. The closest candidate found was an article titled ""Off-grid rural electrification experiences from South Asia: Status and best practices,"" authored by Palit and Chaurey (2011) in the same journal, Energy for Sustainable Development. However, the title and authors do not match those in the original reference. The year was close but did not compensate for the discrepancies in authorship and title. No direct DOI or URL was found to confirm the Bazilian and Onyeji article. 

- https://doi.org/10.1016/j.esd.2011.07.004
- https://www.sciencedirect.com
- https://jscholarship.library.jhu.edu/bitstream/1774.2/68756/1/VICTOR-DOCTORALTHESIS-2022.pdf",0.0,1.0
