reference,topic,model,svris_status,svris_reference,field_title,field_authors,field_year,field_venue,field_id,candidate_title,candidate_authors,candidate_year,candidate_venue,candidate_doi,candidate_url,candidate_source,candidate_matches,candidate_contradictions,candidate_contains,candidate_absent,candidate_unconfirmed,cmp_title_citation,cmp_title_candidate,cmp_authors_citation,cmp_authors_candidate,cmp_year_citation,cmp_year_candidate,cmp_venue_citation,cmp_venue_candidate,cmp_id_citation,cmp_id_candidate,match_set_size,contained_set_size,total_candidates,sources_queried,processing_time_ms,svris_message,score,error_distance
"Anderson, J. R., & Bernstein, C. (2001). Biometrics: Theory and Applications. IEEE Press.",Biometric voter registration,gemma_3_4b,unverified,Reference could not be verified.,CONTAINS,CONTRADICTION,UNCONFIRMED,CONTRADICTION,ABSENT,"Biometrics: Theory, Methods, and Applications",N. V. Boulgouris; Konstantinos N. Plataniotis; Evangelia Micheli-Tzanakou,,Wiley,,https://www.wiley.com/en-us/Biometrics%3A+Theory%2C+Methods%2C+and+Applications-p-9780470247822,GOOGLE,0,2,1,1,1,Biometrics: Theory and Applications,"Biometrics: Theory, Methods, and Applications","Anderson, J. R.; Bernstein, C.",N. V. Boulgouris; Konstantinos N. Plataniotis; Evangelia Micheli-Tzanakou,2001,,IEEE Press,Wiley,,https://www.wiley.com/en-us/Biometrics%3A+Theory%2C+Methods%2C+and+Applications-p-9780470247822,0,0,1,GOOGLE,0,"◐ Title | ✗ Authors | ? Year | ✗ Venue | ○ ID

### Summary
No matching book with the authors Anderson and Bernstein published in 2001 by IEEE Press could be found. The title is similar but the best matching book has different authors and a different publisher.

### Details
A matching record was not found for the authors Anderson J. R. and Bernstein C. from 2001 at IEEE Press. The closest book found is titled ""Biometrics: Theory, Methods, and Applications"" published by Wiley, authored by N. V. Boulgouris, Konstantinos N. Plataniotis, and Evangelia Micheli-Tzanakou. The year is not confirmed, and the publishers IEEE Press and Wiley are different, indicating this is a distinct book. The title from the candidate source adds ""Methods"" in the subtitle, a slight title difference but likely a separate work.

- https://www.wiley.com/en-us/Biometrics%3A+Theory%2C+Methods%2C+and+Applications-p-9780470247822",0.0,1.0
"Bélis, A., & Van De Poel, E. (2011). Biometric Voter Identification: A Critical Analysis. *International Journal of Election Administration & Oversight*, *6*(1), 3-18.",Biometric voter registration,gemma_3_4b,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article could be found for the reference titled ""Biometric Voter Identification: A Critical Analysis"" by Bélis and Van De Poel from 2011 in the International Journal of Election Administration & Oversight.

### Details
A search on OpenAlex for the DOI, title, authors, and year did not return any matching record. Additionally, a web search with detailed query terms also did not yield a confirmed article matching all the reference details. There are no hits found that confirm the existence or details of this article in recognized academic databases or online platforms.

- https://vbn.aau.dk/ws/files/413110611/Open_Access_Abstract.pdf
- https://ugspace.ug.edu.gh/server/api/core/bitstreams/788d8346-4028-40f8-b078-fe465d06985f/content
- https://www.researchgate.net/publication/374586936_DATA_SCIENCE_ETHICS_AND_RESPONSIBLE_AI-_EITHICAL_CONSIDERATIONS_IN_DATA_SCIENCE_AND_AI
- https://library.oapen.org/bitstream/handle/20.500.12657/104934/9781839099786.epub?sequence=1&isAllowed=y
- https://iris.uniroma1.it/retrieve/e3835328-94c9-15e8-e053-a505fe0a3de9/Cal%C3%B2_Italian-general-election_2018.pdf
- https://arrow.tudublin.ie/context/ascnetart/article/1003/viewcontent/Ethicomp_2022_Proceedings_Corrected.pdf
- https://mdpi-res.com/bookfiles/book/2257/Artificial_Superintelligence.pdf
- https://sites.utu.fi/ethicomp2022/wp-content/uploads/sites/1104/2022/09/Ethicomp-2022-Proceedings_Corrected.pdf
- https://ideas.repec.org/f/c/pha248.html
- https://www.lalibreria.upv.es/portalEd/UpvGEStore/control/descargar?file=cHJvZHVjdElkPTY0NDctMS0xLHRpcG9Eb2M9MTEsdXJsPWh0dHBzOi8vZ2RvY3UudXB2LmVzL2FsZnJlc2NvL3NlcnZpY2UvYXBpL25vZGUvY29udGVudC93b3Jrc3BhY2UvU3BhY2VzU3RvcmUvODE2ODgzMGQtMTEzNC00NGFmLWFkZmEtYjg2NDhjMWY5YTUyLzY0NDcucGRmP2d1ZXN0PXRydWU=",0.0,1.0
"Chaudhry, S., & Kumar, V. (2018). Security and Privacy Challenges of Biometric Voter Registration Systems. *IEEE Security & Privacy*, *16*(5), 68-75.",Biometric voter registration,gemma_3_4b,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article was found for the reference titled ""Security and Privacy Challenges of Biometric Voter Registration Systems"" by Chaudhry, S. and Kumar, V. from 2018 in the journal IEEE Security & Privacy or anywhere else.

### Details
A search for this article title, authors, year, and journal returned no results in the OpenAlex database or elsewhere online. No records matching the full citation details were found to confirm the reference exists.

- [OpenAlex](https://openalex.org)
- Google search results for the article title and authors",0.0,1.0
"Dill, K. J. (2008). *Biometrics: Technology, Applications, and Ethics*. SAGE Publications.",Biometric voter registration,gemma_3_4b,unverified,Reference could not be verified.,CONTRADICTION,UNCONFIRMED,MATCH,UNCONFIRMED,ABSENT,"Biometrics Applications: Technology, Ethics, and Health Hazards",,,,,https://pdfs.semanticscholar.org/81f9/98571b3d446bb5ffca68859a1ad67b167e84.pdf,GOOGLE,1,1,0,1,2,"Biometrics: Technology, Applications, and Ethics","Biometrics Applications: Technology, Ethics, and Health Hazards","Dill, K. J.",,2008,,SAGE Publications,,,https://pdfs.semanticscholar.org/81f9/98571b3d446bb5ffca68859a1ad67b167e84.pdf,0,0,2,GOOGLE,0,"✗ Title | ? Authors | ✓ Year | ? Venue | ○ ID

### Summary
No matching publication was found for the book titled ""Biometrics: Technology, Applications, and Ethics"" by K. J. Dill from 2008. The titles and other details found in searches did not align with this reference, indicating it could not be verified.

### Details
A search for this title and author in 2008 provided no exact matches. The closest found documents had significantly different titles focused on biometrics technology and ethics but were not the same work. The year 2008 matched exactly, but neither title nor author information was confirmed in potential matches. Also, no DOI or unique identifier was found to confirm the citation. The best potential related document was titled ""Biometrics Applications: Technology, Ethics, and Health Hazards,"" which is different from the cited title.

- https://pdfs.semanticscholar.org/81f9/98571b3d446bb5ffca68859a1ad67b167e84.pdf
- https://www.researchgate.net/publication/50291067_Biometrics_Applications_Technology_Ethics_and_Health_Hazards
- https://pmc.ncbi.nlm.nih.gov/articles/PMC5720074/",0.0,1.0
"Fink, G. (2008). *Biometrics: The Reality Behind the Hype*. John Wiley & Sons.",Biometric voter registration,gemma_3_4b,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching book or article titled ""Biometrics: The Reality Behind the Hype"" by G. Fink from 2008 could be found in available databases or search tools.

### Details
A search in OpenAlex yielded no matching work for the provided title, author, and year. Additionally, a scholarly search for the exact title and author revealed no results corresponding to this reference. Related works about biometrics found in the search results do not match this specific title or author. This indicates that the reference could not be verified with the current data sources.

- https://openalex.org
- https://scholar.google.com",0.0,1.0
"Gao, F., & Wang, Y. (2019). A Survey on Biometric Authentication for Voter Registration. *IEEE Access*, *7*, 147288-147298.",Biometric voter registration,gemma_3_4b,needs-human,Reference requires human review.,CONTAINS,UNCONFIRMED,UNCONFIRMED,CONTAINS,ABSENT,A Survey on Biometrics Authentication,,,arXiv,,https://arxiv.org/pdf/2212.08224,GOOGLE,0,0,2,1,2,A Survey on Biometric Authentication for Voter Registration,A Survey on Biometrics Authentication,"Gao, F.; Wang, Y.",,2019,,IEEE Access,arXiv,,https://arxiv.org/pdf/2212.08224,0,2,2,GOOGLE,0,"◐ Title | ? Authors | ? Year | ◐ Venue | ○ ID

### Summary
The reference could not be fully verified because the potential match was found only on arXiv, which is a preprint server, and did not have the same authors, year, or exact title as the original IEEE Access article. Although the core title phrase ""A Survey on Biometric Authentication"" was present, differences in authorship, publication year, and venue remain unresolved, requiring human review.

### Details
A matching record was found on arXiv titled ""A Survey on Biometrics Authentication,"" which preserves the main part of the title but omits the subtitle and shows some word changes. The potential match lacks author and year information, making confirmation impossible. The original citation lists IEEE Access as the journal, which differs from the arXiv preprint server where the potential match was found. No digital identifier such as a DOI was found in either case. This partial evidence is insufficient to confirm the original reference.

- [arXiv PDF](https://arxiv.org/pdf/2212.08224)
- [Google Search Top Results](https://www.google.com/search?q=A+Survey+on+Biometric+Authentication+for+Voter+Registration+Gao+Wang+2019+IEEE+Access+7+147288-147298)",0.267,0.733
"Hsu, C. Y., & Chen, C. H. (2017). A Survey on Biometric Voter Identification Systems: Challenges and Future Directions. *Journal of Systems and Software*, *134*, 147-160.",Biometric voter registration,gemma_3_4b,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article was found for the reference ""A Survey on Biometric Voter Identification Systems: Challenges and Future Directions"" by Hsu, C. Y., and Chen, C. H. from 2017. The search did not confirm the title, authors, year, or journal details.

### Details
A search was conducted via OpenAlex and Google Scholar, but no exact or close matches were found for the given article title or author names from 2017. The queries returned unrelated articles with different titles, authors, years, or topics. This indicates that the cited article either does not exist in the queried databases or is not indexed under the provided details.

- https://openalex.org
- https://scholar.google.com",0.0,1.0
"Kandgaard, B., & Nielsen, M. (2015). Privacy and Security in Biometric Voter Identification Systems: A Comparative Analysis. *Government Information Quarterly*, *32*(4), 633-642.",Biometric voter registration,gemma_3_4b,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article with the title ""Privacy and Security in Biometric Voter Identification Systems: A Comparative Analysis"" by Kandgaard and Nielsen from 2015 in Government Information Quarterly could be found. The verification process did not find any evidence to confirm the given reference.

### Details
A search was conducted in OpenAlex, Google Scholar, and general web searches for an article matching the provided details. None of these searches returned a matching article, author names, or journal information. The titles and authors did not match any known records, and no DOI or other identifiers were found to verify this reference.

- [OpenAlex](https://api.openalex.org/)
- [Google Scholar](https://scholar.google.com/)
- [ResearchGate](https://www.researchgate.net)",0.0,1.0
"López-Rodríguez, M., & García-Castro, J. (2019). Biometric Voter Identification: A Systematic Literature Review. *Electronic Government, People and Privacy*, *19*(1), 1-20.",Biometric voter registration,gemma_3_4b,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article could be found for the reference titled ""Biometric Voter Identification: A Systematic Literature Review"" by López-Rodríguez and García-Castro from 2019 in the journal ""Electronic Government, People and Privacy.""

### Details
A search using the article title, authors, year, and journal name in OpenAlex returned no matching records. Additionally, a scholar search with these details also failed to find any relevant results. No evidence candidates were found to confirm any aspect of the reference, including title, authors, year, or journal.",0.0,1.0
"Neumann, M. (2007). *Biometrics: The Reality Behind the Hype*. John Wiley & Sons.",Biometric voter registration,gemma_3_4b,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching book titled ""Biometrics: The Reality Behind the Hype"" by M. Neumann from 2007, published by John Wiley & Sons, could be found in the verification sources.

### Details
A search in OpenAlex did not return any record for this book. Additional web searches, including queries specifying the author, title, year, and publisher, did not find a matching publication. The best matches found were unrelated books or articles on biometrics or related topics but did not confirm this specific reference.

- https://onlinelibrary.wiley.com/
- https://openalex.org/",0.0,1.0
